episode,attempts,success,phase,steps
0,1,1,DONE_OK,143
1,1,0,DONE_FAIL,300
2,1,0,DONE_FAIL,300
3,1,1,DONE_OK,154
4,1,1,DONE_OK,63
5,1,1,DONE_OK,146
6,1,0,DONE_FAIL,300
7,1,1,DONE_OK,136
8,1,1,DONE_OK,162
9,1,1,DONE_OK,167
10,1,1,DONE_OK,81
11,1,1,DONE_OK,135
12,2,1,DONE_OK,198
13,1,0,DONE_FAIL,148
14,3,1,DONE_OK,290
15,2,1,DONE_OK,113
16,1,1,DONE_OK,175
17,1,1,DONE_OK,144
18,1,1,DONE_OK,62
19,1,0,DONE_FAIL,300
20,1,0,DONE_FAIL,300
21,1,1,DONE_OK,156
22,1,0,DONE_FAIL,300
23,1,1,DONE_OK,120
24,1,1,DONE_OK,135
25,1,1,DONE_OK,134
26,1,0,DONE_FAIL,300
27,1,1,DONE_OK,80
28,1,1,DONE_OK,135
29,1,1,DONE_OK,135
30,1,1,DONE_OK,159
31,1,1,DONE_OK,208
32,3,0,DONE_FAIL,192
33,1,1,DONE_OK,110
34,1,0,DONE_FAIL,300
35,3,1,DONE_OK,165
36,1,1,DONE_OK,167
37,2,1,DONE_OK,77
38,2,1,DONE_OK,119
39,1,1,DONE_OK,77
40,1,1,DONE_OK,154
41,1,1,DONE_OK,86
42,1,1,DONE_OK,165
43,1,0,DONE_FAIL,300
44,1,1,DONE_OK,123
45,2,1,DONE_OK,144
46,2,1,DONE_OK,252
47,1,1,DONE_OK,156
48,1,0,DONE_FAIL,300
49,1,0,DONE_FAIL,208
50,1,1,DONE_OK,122
51,1,0,DONE_FAIL,137
52,1,0,DONE_FAIL,300
53,2,1,DONE_OK,243
54,1,0,DONE_FAIL,300
55,1,1,DONE_OK,156
56,2,1,DONE_OK,125
57,1,1,DONE_OK,140
58,1,1,DONE_OK,235
59,1,0,DONE_FAIL,99
