episode,attempts,success,phase,steps
0,1,1,DONE_OK,170
1,1,1,DONE_OK,309
2,1,1,DONE_OK,213
3,1,1,DONE_OK,181
4,1,0,DONE_FAIL,300
5,1,1,DONE_OK,179
6,1,1,DONE_OK,178
7,1,1,DONE_OK,182
8,1,1,DONE_OK,192
9,1,1,DONE_OK,144
10,1,1,DONE_OK,176
11,1,1,DONE_OK,185
12,1,1,DONE_OK,150
13,1,1,DONE_OK,237
14,1,1,DONE_OK,155
15,1,0,DONE_FAIL,300
16,1,0,DONE_FAIL,300
17,1,1,DONE_OK,157
18,1,0,DONE_FAIL,300
19,1,1,DONE_OK,190
20,1,1,DONE_OK,134
21,1,1,DONE_OK,176
22,1,1,DONE_OK,169
23,1,1,DONE_OK,300
24,1,1,DONE_OK,194
25,1,1,DONE_OK,253
26,1,0,DONE_FAIL,300
27,1,1,DONE_OK,294
28,1,1,DONE_OK,154
29,1,1,DONE_OK,164
30,1,1,DONE_OK,180
31,1,1,DONE_OK,142
32,1,1,DONE_OK,181
33,1,1,DONE_OK,281
34,1,1,DONE_OK,151
35,1,0,DONE_FAIL,300
36,1,1,DONE_OK,162
37,1,0,DONE_FAIL,300
38,1,1,DONE_OK,156
39,1,1,DONE_OK,326
40,1,0,DONE_FAIL,300
41,1,0,DONE_FAIL,300
42,1,1,DONE_OK,164
43,1,1,DONE_OK,155
44,1,0,DONE_FAIL,374
45,1,1,DONE_OK,160
46,1,1,DONE_OK,170
47,1,1,DONE_OK,189
48,1,0,DONE_FAIL,300
49,1,0,DONE_FAIL,308
50,1,0,DONE_FAIL,300
51,1,0,DONE_FAIL,300
52,1,1,DONE_OK,165
53,1,1,DONE_OK,201
54,1,1,DONE_OK,87
55,1,1,DONE_OK,205
56,1,1,DONE_OK,285
57,1,1,DONE_OK,202
58,1,0,DONE_FAIL,284
59,1,1,DONE_OK,177
