episode,attempts,success,phase,steps
0,1,0,DONE_FAIL,300
1,1,1,DONE_OK,115
2,3,1,DONE_OK,101
3,1,1,DONE_OK,141
4,1,0,DONE_FAIL,300
5,1,1,DONE_OK,67
6,2,0,DONE_FAIL,300
7,1,1,DONE_OK,109
8,2,1,DONE_OK,153
9,1,1,DONE_OK,132
10,1,1,DONE_OK,141
11,1,0,DONE_FAIL,300
12,1,0,DONE_FAIL,300
13,1,0,DONE_FAIL,300
14,1,1,DONE_OK,29
15,2,0,DONE_FAIL,300
16,1,0,DONE_FAIL,300
17,2,1,DONE_OK,167
18,2,1,DONE_OK,36
19,1,0,DONE_FAIL,256
20,1,1,DONE_OK,170
21,1,1,DONE_OK,179
22,2,1,DONE_OK,122
23,2,1,DONE_OK,118
24,1,0,DONE_FAIL,162
25,1,0,DONE_FAIL,300
26,3,0,DONE_FAIL,300
27,1,1,DONE_OK,147
28,1,1,DONE_OK,149
29,1,1,DONE_OK,208
30,1,1,DONE_OK,156
31,2,1,DONE_OK,91
32,3,1,DONE_OK,137
33,2,1,DONE_OK,150
34,1,1,DONE_OK,119
35,1,1,DONE_OK,116
36,1,1,DONE_OK,152
37,1,1,DONE_OK,150
38,2,0,DONE_FAIL,300
39,1,1,DONE_OK,245
40,1,1,DONE_OK,152
41,1,1,DONE_OK,117
42,1,1,DONE_OK,144
43,1,0,DONE_FAIL,300
44,1,0,DONE_FAIL,300
45,1,1,DONE_OK,144
46,2,1,DONE_OK,150
47,1,1,DONE_OK,255
48,1,1,DONE_OK,142
49,1,1,DONE_OK,88
50,2,1,DONE_OK,94
51,1,1,DONE_OK,103
52,2,0,DONE_FAIL,300
53,1,1,DONE_OK,94
54,1,1,DONE_OK,127
55,1,1,DONE_OK,161
56,2,0,DONE_FAIL,300
57,1,1,DONE_OK,130
58,1,1,DONE_OK,145
59,1,1,DONE_OK,157
