episode,attempts,success,phase,steps
0,1,1,DONE_OK,249
1,1,1,DONE_OK,184
2,1,1,DONE_OK,193
3,1,1,DONE_OK,227
4,1,1,DONE_OK,167
5,1,1,DONE_OK,324
6,1,1,DONE_OK,178
7,1,1,DONE_OK,182
8,1,1,DONE_OK,174
9,1,0,DONE_FAIL,300
10,1,1,DONE_OK,288
11,1,1,DONE_OK,171
12,1,1,DONE_OK,263
13,1,1,DONE_OK,176
14,1,1,DONE_OK,128
15,1,1,DONE_OK,171
16,1,1,DONE_OK,261
17,1,1,DONE_OK,186
18,1,0,DONE_FAIL,215
19,1,1,DONE_OK,258
20,1,0,DONE_FAIL,300
21,1,1,DONE_OK,349
22,1,1,DONE_OK,238
23,1,0,DONE_FAIL,300
24,1,1,DONE_OK,181
25,1,1,DONE_OK,83
26,1,0,DONE_FAIL,300
27,1,1,DONE_OK,302
28,1,1,DONE_OK,164
29,1,1,DONE_OK,159
30,1,1,DONE_OK,173
31,1,1,DONE_OK,155
32,1,1,DONE_OK,182
33,1,1,DONE_OK,168
34,1,1,DONE_OK,168
35,1,1,DONE_OK,162
36,1,1,DONE_OK,214
37,1,1,DONE_OK,197
38,1,0,DONE_FAIL,300
39,1,1,DONE_OK,152
40,1,1,DONE_OK,105
41,1,0,DONE_FAIL,300
42,1,1,DONE_OK,182
43,2,1,DONE_OK,187
44,1,0,DONE_FAIL,300
45,1,1,DONE_OK,191
46,1,1,DONE_OK,174
47,1,1,DONE_OK,219
48,1,1,DONE_OK,169
49,1,1,DONE_OK,192
50,1,1,DONE_OK,234
51,1,1,DONE_OK,186
52,2,1,DONE_OK,107
53,1,1,DONE_OK,177
54,1,0,DONE_FAIL,300
55,1,1,DONE_OK,294
56,1,1,DONE_OK,168
57,1,1,DONE_OK,230
58,1,1,DONE_OK,176
59,1,1,DONE_OK,173
