episode,attempts,success,phase,steps
0,2,1,DONE_OK,162
1,1,1,DONE_OK,124
2,1,1,DONE_OK,81
3,1,1,DONE_OK,155
4,1,1,DONE_OK,120
5,1,0,DONE_FAIL,300
6,1,1,DONE_OK,139
7,1,1,DONE_OK,137
8,1,1,DONE_OK,59
9,1,1,DONE_OK,99
10,6,1,DONE_OK,134
11,2,1,DONE_OK,139
12,1,1,DONE_OK,151
13,1,1,DONE_OK,88
14,1,1,DONE_OK,135
15,2,1,DONE_OK,134
16,2,1,DONE_OK,195
17,2,1,DONE_OK,134
18,1,1,DONE_OK,161
19,1,1,DONE_OK,145
20,1,1,DONE_OK,154
21,1,1,DONE_OK,141
22,1,1,DONE_OK,182
23,1,1,DONE_OK,139
24,1,1,DONE_OK,141
25,2,1,DONE_OK,108
26,1,1,DONE_OK,153
27,1,1,DONE_OK,165
28,2,1,DONE_OK,36
29,1,1,DONE_OK,130
30,1,1,DONE_OK,163
31,3,1,DONE_OK,127
32,1,1,DONE_OK,76
33,2,1,DONE_OK,156
34,1,1,DONE_OK,85
35,1,1,DONE_OK,49
36,1,1,DONE_OK,160
37,1,1,DONE_OK,112
38,2,1,DONE_OK,116
39,2,1,DONE_OK,135
40,1,1,DONE_OK,148
41,1,1,DONE_OK,84
42,1,1,DONE_OK,139
43,1,1,DONE_OK,145
44,1,1,DONE_OK,120
45,1,1,DONE_OK,139
46,1,1,DONE_OK,119
47,1,1,DONE_OK,87
48,1,1,DONE_OK,150
49,1,1,DONE_OK,136
50,1,1,DONE_OK,152
51,1,1,DONE_OK,113
52,1,1,DONE_OK,155
53,1,1,DONE_OK,76
54,1,1,DONE_OK,115
55,1,1,DONE_OK,136
56,2,1,DONE_OK,140
57,2,1,DONE_OK,157
58,2,1,DONE_OK,39
59,1,1,DONE_OK,109
