episode,attempts,success,phase,steps
0,1,0,DONE_FAIL,300
1,2,0,DONE_FAIL,300
2,1,1,DONE_OK,155
3,1,1,DONE_OK,145
4,1,1,DONE_OK,41
5,1,0,DONE_FAIL,64
6,1,1,DONE_OK,86
7,1,0,DONE_FAIL,300
8,1,0,DONE_FAIL,158
9,1,1,DONE_OK,87
10,1,1,DONE_OK,129
11,1,1,DONE_OK,134
12,1,1,DONE_OK,141
13,1,0,DONE_FAIL,300
14,1,1,DONE_OK,151
15,1,1,DONE_OK,161
16,1,1,DONE_OK,144
17,2,1,DONE_OK,154
18,1,0,DONE_FAIL,58
19,1,1,DONE_OK,62
20,1,1,DONE_OK,94
21,1,0,DONE_FAIL,300
22,2,0,DONE_FAIL,300
23,1,1,DONE_OK,148
24,1,0,DONE_FAIL,62
25,2,1,DONE_OK,83
26,1,1,DONE_OK,143
27,1,0,DONE_FAIL,94
28,1,1,DONE_OK,171
29,1,0,DONE_FAIL,300
30,1,0,DONE_FAIL,300
31,2,1,DONE_OK,113
32,1,1,DONE_OK,165
33,1,1,DONE_OK,77
34,1,1,DONE_OK,96
35,1,1,DONE_OK,138
36,1,0,DONE_FAIL,300
37,1,0,DONE_FAIL,55
38,1,1,DONE_OK,143
39,1,0,DONE_FAIL,300
40,1,1,DONE_OK,144
41,1,0,DONE_FAIL,43
42,1,1,DONE_OK,144
43,1,0,DONE_FAIL,300
44,1,1,DONE_OK,128
45,1,1,DONE_OK,165
46,1,1,DONE_OK,62
47,1,1,DONE_OK,123
48,1,0,DONE_FAIL,206
49,2,1,DONE_OK,126
50,1,0,DONE_FAIL,300
51,1,1,DONE_OK,92
52,1,1,DONE_OK,54
53,1,1,DONE_OK,135
54,1,1,DONE_OK,57
55,1,1,DONE_OK,21
56,1,1,DONE_OK,147
57,1,0,DONE_FAIL,300
58,1,1,DONE_OK,145
59,1,1,DONE_OK,99
