episode,attempts,success,phase,steps
0,4,1,DONE_OK,110
1,3,0,DONE_FAIL,300
2,2,0,DONE_FAIL,300
3,2,1,DONE_OK,153
4,1,1,DONE_OK,59
5,1,0,DONE_FAIL,300
6,1,1,DONE_OK,123
7,1,1,DONE_OK,129
8,2,1,DONE_OK,145
9,1,1,DONE_OK,144
10,1,0,DONE_FAIL,187
11,2,0,DONE_FAIL,300
12,1,1,DONE_OK,60
13,2,0,DONE_FAIL,112
14,2,1,DONE_OK,148
15,1,1,DONE_OK,106
16,1,0,DONE_FAIL,300
17,3,1,DONE_OK,188
18,1,0,DONE_FAIL,300
19,2,0,DONE_FAIL,300
20,1,1,DONE_OK,83
21,1,0,DONE_FAIL,300
22,1,1,DONE_OK,68
23,2,0,DONE_FAIL,300
24,1,1,DONE_OK,99
25,2,0,DONE_FAIL,300
26,1,1,DONE_OK,161
27,2,1,DONE_OK,146
28,1,1,DONE_OK,103
29,2,0,DONE_FAIL,300
30,1,1,DONE_OK,80
31,1,0,DONE_FAIL,48
32,1,1,DONE_OK,190
33,1,1,DONE_OK,126
34,1,1,DONE_OK,98
35,1,1,DONE_OK,145
36,3,1,DONE_OK,124
37,1,1,DONE_OK,194
38,1,0,DONE_FAIL,300
39,2,1,DONE_OK,137
40,1,0,DONE_FAIL,208
41,1,1,DONE_OK,164
42,1,1,DONE_OK,117
43,1,1,DONE_OK,127
44,1,1,DONE_OK,150
45,1,0,DONE_FAIL,300
46,1,1,DONE_OK,159
47,2,0,DONE_FAIL,300
48,1,0,DONE_FAIL,300
49,1,1,DONE_OK,133
50,2,1,DONE_OK,149
51,1,1,DONE_OK,134
52,1,1,DONE_OK,234
53,1,1,DONE_OK,168
54,1,0,DONE_FAIL,300
55,1,0,DONE_FAIL,300
56,1,0,DONE_FAIL,300
57,1,0,DONE_FAIL,300
58,1,1,DONE_OK,147
59,2,1,DONE_OK,47
