episode,attempts,success,phase,steps
0,2,1,DONE_OK,146
1,1,1,DONE_OK,88
2,1,0,DONE_FAIL,237
3,1,0,DONE_FAIL,300
4,1,1,DONE_OK,150
5,1,1,DONE_OK,97
6,1,1,DONE_OK,95
7,1,1,DONE_OK,93
8,1,1,DONE_OK,115
9,1,1,DONE_OK,153
10,1,0,DONE_FAIL,300
11,1,1,DONE_OK,163
12,1,0,DONE_FAIL,300
13,1,0,DONE_FAIL,300
14,1,0,DONE_FAIL,300
15,1,0,DONE_FAIL,300
16,1,1,DONE_OK,92
17,1,1,DONE_OK,134
18,1,0,DONE_FAIL,300
19,1,0,DONE_FAIL,300
20,1,0,DONE_FAIL,300
21,1,1,DONE_OK,50
22,2,1,DONE_OK,89
23,2,1,DONE_OK,146
24,1,0,DONE_FAIL,300
25,1,1,DONE_OK,93
26,1,1,DONE_OK,76
27,1,1,DONE_OK,136
28,1,1,DONE_OK,41
29,2,1,DONE_OK,128
30,1,0,DONE_FAIL,300
31,1,1,DONE_OK,65
32,2,1,DONE_OK,109
33,1,1,DONE_OK,35
34,1,1,DONE_OK,89
35,1,0,DONE_FAIL,300
36,3,1,DONE_OK,75
37,1,1,DONE_OK,46
38,1,0,DONE_FAIL,300
39,2,1,DONE_OK,100
40,1,0,DONE_FAIL,300
41,1,1,DONE_OK,143
42,2,1,DONE_OK,150
43,1,1,DONE_OK,64
44,1,1,DONE_OK,135
45,1,1,DONE_OK,50
46,1,1,DONE_OK,103
47,1,0,DONE_FAIL,300
48,1,1,DONE_OK,154
49,1,0,DONE_FAIL,300
50,1,0,DONE_FAIL,300
51,1,1,DONE_OK,155
52,1,1,DONE_OK,98
53,1,1,DONE_OK,112
54,1,1,DONE_OK,129
55,1,1,DONE_OK,147
56,1,1,DONE_OK,143
57,1,0,DONE_FAIL,300
58,1,1,DONE_OK,92
59,1,1,DONE_OK,129
