episode,attempts,success,phase,steps
0,1,1,DONE_OK,162
1,2,1,DONE_OK,73
2,1,1,DONE_OK,159
3,1,0,DONE_FAIL,300
4,1,1,DONE_OK,108
5,1,1,DONE_OK,153
6,1,1,DONE_OK,150
7,1,1,DONE_OK,142
8,1,1,DONE_OK,157
9,2,1,DONE_OK,140
10,1,1,DONE_OK,156
11,1,1,DONE_OK,143
12,1,1,DONE_OK,158
13,2,1,DONE_OK,116
14,1,1,DONE_OK,119
15,1,1,DONE_OK,71
16,1,1,DONE_OK,139
17,1,1,DONE_OK,81
18,1,1,DONE_OK,145
19,1,1,DONE_OK,145
20,1,1,DONE_OK,125
21,1,1,DONE_OK,140
22,1,1,DONE_OK,161
23,1,1,DONE_OK,112
24,2,0,DONE_FAIL,300
25,1,1,DONE_OK,136
26,1,1,DONE_OK,161
27,1,1,DONE_OK,165
28,1,1,DONE_OK,160
29,1,1,DONE_OK,172
30,1,0,DONE_FAIL,300
31,1,1,DONE_OK,150
32,1,1,DONE_OK,103
33,1,1,DONE_OK,162
34,1,1,DONE_OK,163
35,2,1,DONE_OK,152
36,1,1,DONE_OK,134
37,1,1,DONE_OK,60
38,1,1,DONE_OK,138
39,1,0,DONE_FAIL,300
40,1,1,DONE_OK,41
41,2,1,DONE_OK,138
42,1,1,DONE_OK,113
43,1,1,DONE_OK,107
44,1,1,DONE_OK,120
45,2,1,DONE_OK,87
46,1,1,DONE_OK,141
47,1,1,DONE_OK,121
48,2,1,DONE_OK,142
49,2,1,DONE_OK,138
50,1,1,DONE_OK,143
51,1,1,DONE_OK,137
52,1,1,DONE_OK,110
53,1,1,DONE_OK,49
54,1,1,DONE_OK,64
55,1,1,DONE_OK,157
56,1,1,DONE_OK,135
57,1,1,DONE_OK,90
58,2,1,DONE_OK,148
59,1,1,DONE_OK,121
