episode,attempts,success,phase,steps
0,1,1,DONE_OK,139
1,1,0,DONE_FAIL,300
2,2,0,DONE_FAIL,300
3,1,1,DONE_OK,57
4,1,1,DONE_OK,142
5,1,1,DONE_OK,150
6,2,1,DONE_OK,127
7,1,0,DONE_FAIL,300
8,1,1,DONE_OK,137
9,2,0,DONE_FAIL,300
10,1,0,DONE_FAIL,300
11,1,1,DONE_OK,176
12,1,1,DONE_OK,144
13,1,1,DONE_OK,149
14,1,0,DONE_FAIL,300
15,1,1,DONE_OK,55
16,2,1,DONE_OK,153
17,1,1,DONE_OK,193
18,1,1,DONE_OK,141
19,1,1,DONE_OK,159
20,1,0,DONE_FAIL,300
21,1,0,DONE_FAIL,300
22,1,1,DONE_OK,103
23,1,1,DONE_OK,129
24,1,1,DONE_OK,90
25,1,0,DONE_FAIL,300
26,1,1,DONE_OK,135
27,1,1,DONE_OK,66
28,2,1,DONE_OK,133
29,1,1,DONE_OK,113
30,1,1,DONE_OK,145
31,1,1,DONE_OK,141
32,2,1,DONE_OK,132
33,1,1,DONE_OK,76
34,1,1,DONE_OK,118
35,1,1,DONE_OK,158
36,1,1,DONE_OK,173
37,1,1,DONE_OK,91
38,1,0,DONE_FAIL,300
39,1,1,DONE_OK,127
40,1,1,DONE_OK,165
41,1,1,DONE_OK,157
42,1,0,DONE_FAIL,300
43,1,1,DONE_OK,129
44,3,1,DONE_OK,149
45,1,1,DONE_OK,93
46,1,1,DONE_OK,139
47,1,1,DONE_OK,118
48,2,1,DONE_OK,127
49,1,0,DONE_FAIL,300
50,2,1,DONE_OK,149
51,1,1,DONE_OK,121
52,1,1,DONE_OK,108
53,1,1,DONE_OK,119
54,1,1,DONE_OK,228
55,1,1,DONE_OK,65
56,1,1,DONE_OK,121
57,1,0,DONE_FAIL,300
58,1,1,DONE_OK,127
59,1,1,DONE_OK,161
