episode,attempts,success,phase,steps
0,1,1,DONE_OK,111
1,1,1,DONE_OK,123
2,1,1,DONE_OK,123
3,3,0,DONE_FAIL,300
4,1,1,DONE_OK,106
5,3,0,DONE_FAIL,300
6,1,1,DONE_OK,146
7,1,1,DONE_OK,133
8,1,0,DONE_FAIL,300
9,2,1,DONE_OK,135
10,2,1,DONE_OK,101
11,1,1,DONE_OK,169
12,2,0,DONE_FAIL,300
13,1,1,DONE_OK,168
14,1,1,DONE_OK,177
15,1,1,DONE_OK,149
16,1,1,DONE_OK,139
17,1,1,DONE_OK,58
18,1,1,DONE_OK,161
19,1,0,DONE_FAIL,300
20,1,1,DONE_OK,98
21,1,1,DONE_OK,150
22,1,1,DONE_OK,120
23,3,1,DONE_OK,139
24,1,1,DONE_OK,157
25,1,1,DONE_OK,155
26,2,1,DONE_OK,117
27,1,0,DONE_FAIL,300
28,1,0,DONE_FAIL,300
29,1,0,DONE_FAIL,300
30,1,1,DONE_OK,168
31,2,1,DONE_OK,143
32,1,0,DONE_FAIL,300
33,2,1,DONE_OK,148
34,1,0,DONE_FAIL,300
35,1,1,DONE_OK,185
36,1,0,DONE_FAIL,300
37,1,1,DONE_OK,160
38,1,1,DONE_OK,121
39,1,0,DONE_FAIL,300
40,1,1,DONE_OK,149
41,1,0,DONE_FAIL,300
42,2,0,DONE_FAIL,300
43,2,1,DONE_OK,150
44,2,1,DONE_OK,139
45,1,1,DONE_OK,161
46,1,1,DONE_OK,157
47,1,0,DONE_FAIL,300
48,1,1,DONE_OK,93
49,1,1,DONE_OK,76
50,1,1,DONE_OK,159
51,2,1,DONE_OK,132
52,1,1,DONE_OK,55
53,1,1,DONE_OK,167
54,1,0,DONE_FAIL,256
55,1,0,DONE_FAIL,300
56,1,1,DONE_OK,39
57,1,1,DONE_OK,174
58,1,1,DONE_OK,133
59,1,1,DONE_OK,154
