episode,attempts,success,phase,steps
0,1,1,DONE_OK,122
1,1,0,DONE_FAIL,63
2,1,0,DONE_FAIL,300
3,1,1,DONE_OK,170
4,2,1,DONE_OK,120
5,1,1,DONE_OK,53
6,1,0,DONE_FAIL,300
7,1,0,DONE_FAIL,300
8,1,1,DONE_OK,128
9,3,0,DONE_FAIL,300
10,1,0,DONE_FAIL,300
11,1,0,DONE_FAIL,300
12,1,0,DONE_FAIL,66
13,1,1,DONE_OK,94
14,1,1,DONE_OK,152
15,2,1,DONE_OK,91
16,2,0,DONE_FAIL,300
17,2,1,DONE_OK,90
18,1,0,DONE_FAIL,300
19,1,1,DONE_OK,163
20,1,1,DONE_OK,91
21,1,0,DONE_FAIL,300
22,1,0,DONE_FAIL,300
23,1,1,DONE_OK,145
24,1,1,DONE_OK,163
25,1,0,DONE_FAIL,300
26,1,1,DONE_OK,124
27,1,0,DONE_FAIL,300
28,1,1,DONE_OK,109
29,1,1,DONE_OK,130
30,1,1,DONE_OK,70
31,1,0,DONE_FAIL,300
32,1,0,DONE_FAIL,300
33,2,1,DONE_OK,62
34,1,1,DONE_OK,129
35,1,0,DONE_FAIL,300
36,1,1,DONE_OK,143
37,1,1,DONE_OK,168
38,1,1,DONE_OK,137
39,1,1,DONE_OK,63
40,1,1,DONE_OK,81
41,1,1,DONE_OK,114
42,1,1,DONE_OK,121
43,1,0,DONE_FAIL,300
44,1,1,DONE_OK,91
45,1,1,DONE_OK,111
46,1,1,DONE_OK,151
47,1,1,DONE_OK,103
48,1,0,DONE_FAIL,300
49,1,1,DONE_OK,119
50,1,1,DONE_OK,70
51,1,0,DONE_FAIL,300
52,1,1,DONE_OK,88
53,2,1,DONE_OK,81
54,1,1,DONE_OK,167
55,1,1,DONE_OK,126
56,1,1,DONE_OK,147
57,2,1,DONE_OK,123
58,1,0,DONE_FAIL,300
59,1,1,DONE_OK,86
