episode,attempts,success,phase,steps,tag,regrasps,unjams,pose_rejects
0,7,1,DONE_OK,157,,0,0,0
1,4,0,DONE_FAIL,300,,0,0,0
2,1,0,DONE_FAIL,300,,0,0,0
3,8,0,handoff_failed,0,,0,0,0
4,8,0,handoff_failed,0,,0,0,0
5,1,0,DONE_FAIL,300,,0,0,0
6,8,0,handoff_failed,0,,0,0,0
7,8,0,handoff_failed,0,,0,0,0
8,5,1,DONE_OK,157,,0,0,0
9,8,0,handoff_failed,0,,0,0,0
10,8,0,handoff_failed,0,,0,0,0
11,5,1,DONE_OK,147,,0,0,0
12,3,1,DONE_OK,135,,0,0,0
13,8,0,handoff_failed,0,,0,0,0
14,1,1,DONE_OK,116,,0,0,0
15,5,1,DONE_OK,135,,0,0,0
16,8,0,handoff_failed,0,,0,0,0
17,2,1,DONE_OK,113,,0,0,0
18,5,0,DONE_FAIL,300,,0,0,0
19,7,1,DONE_OK,133,,0,0,0
20,8,0,handoff_failed,0,,0,0,0
21,5,0,DONE_FAIL,122,,0,0,0
22,8,0,handoff_failed,0,,0,0,0
23,2,0,DONE_FAIL,319,,1,0,0
24,8,0,handoff_failed,0,,0,0,0
25,8,0,handoff_failed,0,,0,0,0
26,8,0,handoff_failed,0,,0,0,0
27,8,0,handoff_failed,0,,0,0,0
28,8,0,handoff_failed,0,,0,0,0
29,8,0,handoff_failed,0,,0,0,0
30,8,0,handoff_failed,0,,0,0,0
31,8,0,handoff_failed,0,,0,0,0
32,8,0,handoff_failed,0,,0,0,0
33,8,0,handoff_failed,0,,0,0,0
34,8,0,handoff_failed,0,,0,0,0
35,8,0,handoff_failed,0,,0,0,0
36,5,1,DONE_OK,150,,0,0,0
37,8,0,handoff_failed,0,,0,0,0
38,6,1,DONE_OK,140,,0,0,0
39,8,0,handoff_failed,0,,0,0,0
40,8,0,handoff_failed,0,,0,0,0
41,8,0,handoff_failed,0,,0,0,0
42,8,0,handoff_failed,0,,0,0,0
43,8,0,handoff_failed,0,,0,0,0
44,8,0,handoff_failed,0,,0,0,0
45,8,0,handoff_failed,0,,0,0,0
46,8,0,handoff_failed,0,,0,0,0
47,2,1,DONE_OK,121,,0,0,0
48,7,1,DONE_OK,134,,0,0,0
49,1,1,DONE_OK,126,,0,0,0
