episode,attempts,success,phase,steps,tag,regrasps,unjams,pose_rejects
0,8,0,handoff_failed,0,,0,0,0
1,8,0,handoff_failed,0,,0,0,0
2,3,1,DONE_OK,290,,0,0,0
3,8,0,handoff_failed,0,,0,0,0
4,8,0,handoff_failed,0,,0,0,0
5,8,0,handoff_failed,0,,0,0,0
6,6,1,DONE_OK,153,,0,0,0
7,8,0,handoff_failed,0,,0,0,0
8,4,1,DONE_OK,150,,0,0,0
9,4,0,DONE_FAIL,323,,1,0,0
10,8,0,handoff_failed,0,,0,0,0
11,2,0,DONE_FAIL,300,,0,0,0
12,8,0,handoff_failed,0,,0,0,0
13,8,0,handoff_failed,0,,0,0,0
14,8,0,handoff_failed,0,,0,0,0
15,5,1,DONE_OK,142,,0,0,0
16,7,0,GRASP,567,,2,0,0
17,8,0,handoff_failed,0,,0,0,0
18,8,0,handoff_failed,0,,0,0,0
19,3,1,DONE_OK,150,,0,0,0
20,8,0,handoff_failed,0,,0,0,0
21,8,0,handoff_failed,0,,0,0,0
22,1,1,DONE_OK,156,,0,0,0
23,8,0,handoff_failed,0,,0,0,0
24,5,1,DONE_OK,190,,0,0,0
25,8,0,handoff_failed,0,,0,0,0
26,8,0,handoff_failed,0,,0,0,0
27,8,0,handoff_failed,0,,0,0,0
28,8,0,handoff_failed,0,,0,0,0
29,8,0,handoff_failed,0,,0,0,0
30,1,1,DONE_OK,138,,0,0,0
31,8,0,handoff_failed,0,,0,0,0
32,8,0,handoff_failed,0,,0,0,0
33,8,0,handoff_failed,0,,0,0,0
34,8,0,handoff_failed,0,,0,0,0
35,8,0,handoff_failed,0,,0,0,0
36,8,0,handoff_failed,0,,0,0,0
37,2,0,DONE_FAIL,300,,0,0,0
38,8,0,handoff_failed,0,,0,0,0
39,8,0,handoff_failed,0,,0,0,0
40,8,0,handoff_failed,0,,0,0,0
41,8,0,handoff_failed,0,,0,0,0
42,7,1,DONE_OK,142,,0,0,0
43,8,0,handoff_failed,0,,0,0,0
44,8,0,handoff_failed,0,,0,0,0
45,7,0,DONE_FAIL,300,,0,0,0
46,4,1,DONE_OK,94,,0,0,0
47,8,0,handoff_failed,0,,0,0,0
48,8,0,handoff_failed,0,,0,0,0
49,7,0,DONE_FAIL,440,,2,0,0
