episode,attempts,success,phase,steps,tag,regrasps,unjams,pose_rejects
0,6,0,DONE_FAIL,467,,1,0,0
1,1,1,DONE_OK,111,,0,0,0
2,2,0,DONE_FAIL,300,,0,0,0
3,3,1,DONE_OK,151,,0,0,0
4,2,0,DONE_FAIL,291,,1,0,0
5,5,0,DONE_FAIL,124,,0,0,0
6,8,0,handoff_failed,0,,0,0,0
7,4,1,DONE_OK,69,,0,0,0
8,2,0,DONE_FAIL,300,,0,0,0
9,2,1,DONE_OK,111,,0,0,0
10,6,0,DONE_FAIL,300,,0,0,0
11,6,1,DONE_OK,146,,0,0,0
12,1,0,DONE_FAIL,331,,1,0,0
13,1,1,DONE_OK,103,,0,0,0
14,1,0,DONE_FAIL,300,,0,0,0
15,1,0,DONE_FAIL,300,,0,0,0
16,3,0,DONE_FAIL,300,,0,0,0
17,1,1,DONE_OK,314,,0,0,0
18,4,1,DONE_OK,123,,0,0,0
19,5,1,DONE_OK,159,,0,0,0
20,4,1,DONE_OK,130,,0,0,0
21,3,0,DONE_FAIL,300,,0,0,0
22,6,1,DONE_OK,148,,0,0,0
23,1,0,DONE_FAIL,393,,1,0,0
24,2,0,DONE_FAIL,300,,0,0,0
25,3,0,DONE_FAIL,300,,0,0,0
26,2,0,DONE_FAIL,300,,0,0,0
27,1,0,DONE_FAIL,300,,0,0,0
28,1,1,DONE_OK,126,,0,0,0
29,5,0,DONE_FAIL,300,,0,0,0
30,3,1,DONE_OK,150,,0,0,0
31,8,0,handoff_failed,0,,0,0,0
32,3,1,DONE_OK,113,,0,0,0
33,1,1,DONE_OK,136,,0,0,0
34,3,0,DONE_FAIL,300,,0,0,0
35,2,0,DONE_FAIL,265,,1,0,0
36,5,0,DONE_FAIL,300,,0,0,0
37,8,0,DONE_FAIL,269,,1,0,0
38,2,0,DONE_FAIL,300,,0,0,0
39,3,1,DONE_OK,136,,0,0,0
40,1,1,DONE_OK,200,,0,0,0
41,2,1,DONE_OK,189,,0,0,0
42,5,1,DONE_OK,116,,0,0,0
43,1,1,DONE_OK,101,,0,0,0
44,8,0,handoff_failed,0,,0,0,0
45,4,0,DONE_FAIL,463,,1,0,0
46,6,1,DONE_OK,140,,0,0,0
47,2,0,DONE_FAIL,300,,0,0,0
48,3,1,DONE_OK,159,,0,0,0
49,1,1,DONE_OK,248,,0,0,0
