episode,attempts,success,phase,steps,tag,regrasps,unjams,pose_rejects
0,1,1,DONE_OK,147,,0,0,0
1,5,1,DONE_OK,116,,0,0,0
2,1,0,DONE_FAIL,300,,0,0,0
3,5,0,DONE_FAIL,300,,0,0,0
4,5,0,DONE_FAIL,300,,0,0,0
5,6,1,DONE_OK,124,,0,0,0
6,2,0,DONE_FAIL,340,,1,0,0
7,4,0,DONE_FAIL,336,,1,0,0
8,7,0,DONE_FAIL,267,,1,0,0
9,1,1,DONE_OK,169,,0,0,0
10,8,0,handoff_failed,0,,0,0,0
11,6,0,DONE_FAIL,300,,0,0,0
12,8,1,DONE_OK,176,,0,0,0
13,1,1,DONE_OK,169,,0,0,0
14,5,0,DONE_FAIL,300,,0,0,0
15,3,0,DONE_FAIL,191,,0,0,0
16,1,1,DONE_OK,149,,0,0,0
17,8,1,DONE_OK,182,,1,0,0
18,1,0,DONE_FAIL,355,,1,0,0
19,2,0,GRASP,601,,2,0,0
20,3,1,DONE_OK,209,,0,0,0
21,1,0,DONE_FAIL,385,,1,0,0
22,2,1,DONE_OK,75,,0,0,0
23,1,1,DONE_OK,102,,0,0,0
24,4,1,DONE_OK,126,,0,0,0
25,5,1,DONE_OK,101,,0,0,0
26,1,0,DONE_FAIL,300,,0,0,0
27,1,1,DONE_OK,152,,0,0,0
28,8,0,handoff_failed,0,,0,0,0
29,8,0,handoff_failed,0,,0,0,0
30,1,1,DONE_OK,116,,0,0,0
31,1,0,DONE_FAIL,191,,0,0,0
32,3,0,DONE_FAIL,300,,0,0,0
33,3,1,DONE_OK,145,,0,0,0
34,6,1,DONE_OK,110,,0,0,0
35,2,1,DONE_OK,145,,0,0,0
36,4,1,DONE_OK,121,,0,0,0
37,7,1,DONE_OK,105,,0,0,0
38,2,0,DONE_FAIL,300,,0,0,0
39,1,1,DONE_OK,141,,0,0,0
40,1,1,DONE_OK,53,,0,0,0
41,2,1,DONE_OK,126,,0,0,0
42,8,0,handoff_failed,0,,0,0,0
43,8,0,handoff_failed,0,,0,0,0
44,4,1,DONE_OK,144,,0,0,0
45,2,1,DONE_OK,142,,0,0,0
46,1,1,DONE_OK,141,,0,0,0
47,4,0,DONE_FAIL,300,,0,0,0
48,3,1,DONE_OK,176,,0,0,0
49,2,0,DONE_FAIL,290,,1,0,0
