episode,attempts,success,phase,steps,tag,regrasps,unjams,pose_rejects
0,8,0,handoff_failed,0,,0,0,0
1,1,0,DONE_FAIL,176,,0,0,0
2,1,0,DONE_FAIL,300,,0,0,0
3,5,1,DONE_OK,71,,0,0,0
4,6,1,DONE_OK,125,,0,0,0
5,8,0,handoff_failed,0,,0,0,0
6,4,1,DONE_OK,119,,0,0,0
7,7,1,DONE_OK,127,,0,0,0
8,1,0,DONE_FAIL,275,,1,0,0
9,2,1,DONE_OK,66,,0,0,0
10,1,1,DONE_OK,146,,0,0,0
11,2,1,DONE_OK,83,,0,0,0
12,3,0,DONE_FAIL,300,,0,0,0
13,2,1,DONE_OK,103,,0,0,0
14,8,0,handoff_failed,0,,0,0,0
15,5,0,DONE_FAIL,108,,0,0,0
16,3,0,DONE_FAIL,300,,0,0,0
17,3,0,DONE_FAIL,325,,1,0,0
18,3,1,DONE_OK,167,,0,0,0
19,4,0,DONE_FAIL,300,,0,0,0
20,8,0,handoff_failed,0,,0,0,0
21,8,0,handoff_failed,0,,0,0,0
22,6,1,DONE_OK,191,,0,0,0
23,1,0,DONE_FAIL,274,,1,0,0
24,8,0,handoff_failed,0,,0,0,0
25,2,1,DONE_OK,142,,0,0,0
26,3,0,DONE_FAIL,300,,0,0,0
27,2,0,DONE_FAIL,327,,1,0,0
28,1,1,DONE_OK,122,,0,0,0
29,4,0,DONE_FAIL,300,,0,0,0
30,4,0,DONE_FAIL,301,,1,0,0
31,3,1,DONE_OK,189,,0,0,0
32,1,0,DONE_FAIL,300,,0,0,0
33,7,0,DONE_FAIL,338,,1,0,0
34,2,1,DONE_OK,175,,0,0,0
35,8,0,handoff_failed,0,,0,0,0
36,8,0,DONE_FAIL,300,,0,0,0
37,4,1,DONE_OK,113,,0,0,0
38,8,0,handoff_failed,0,,0,0,0
39,3,1,DONE_OK,53,,0,0,0
40,2,1,DONE_OK,214,,0,0,0
41,3,1,DONE_OK,52,,0,0,0
42,4,0,DONE_FAIL,300,,0,0,0
43,4,0,DONE_FAIL,316,,1,0,0
44,1,0,DONE_FAIL,273,,1,0,0
45,1,1,DONE_OK,111,,0,0,0
46,2,1,DONE_OK,157,,0,0,0
47,2,0,DONE_FAIL,145,,0,0,0
48,6,1,DONE_OK,188,,0,0,0
49,2,1,DONE_OK,113,,0,0,0
