episode,attempts,success,phase,steps,tag,regrasps,unjams,pose_rejects
0,1,0,DONE_FAIL,300,,0,0,0
1,3,1,DONE_OK,110,,0,0,0
2,5,1,DONE_OK,137,,0,0,0
3,1,0,DONE_FAIL,300,,0,0,0
4,1,1,DONE_OK,111,,0,0,0
5,8,0,DONE_FAIL,431,,1,0,0
6,1,0,DONE_FAIL,300,,0,0,0
7,1,0,DONE_FAIL,300,,0,0,0
8,5,0,DONE_FAIL,461,,1,0,0
9,2,1,DONE_OK,263,,0,0,0
10,8,0,handoff_failed,0,,0,0,0
11,6,0,DONE_FAIL,342,,1,0,0
12,2,1,DONE_OK,121,,0,0,0
13,2,1,DONE_OK,46,,0,0,0
14,2,1,DONE_OK,84,,0,0,0
15,2,0,DONE_FAIL,300,,0,0,0
16,1,1,DONE_OK,124,,0,0,0
17,1,1,DONE_OK,139,,0,0,0
18,2,1,DONE_OK,144,,0,0,0
19,1,1,DONE_OK,117,,0,0,0
20,1,0,DONE_FAIL,300,,0,0,0
21,4,1,DONE_OK,197,,0,0,0
22,7,1,DONE_OK,130,,0,0,0
23,5,1,DONE_OK,118,,0,0,0
24,4,1,DONE_OK,221,,0,0,0
25,3,0,DONE_FAIL,300,,0,0,0
26,6,1,DONE_OK,147,,0,0,0
27,2,1,DONE_OK,104,,0,0,0
28,1,1,DONE_OK,91,,0,0,0
29,4,1,DONE_OK,112,,0,0,0
30,5,1,DONE_OK,73,,0,0,0
31,8,0,handoff_failed,0,,0,0,0
32,1,1,DONE_OK,265,,0,0,0
33,1,0,DONE_FAIL,300,,0,0,0
34,3,1,DONE_OK,64,,0,0,0
35,5,0,DONE_FAIL,300,,0,0,0
36,3,0,DONE_FAIL,350,,1,0,0
37,2,1,DONE_OK,178,,0,0,0
38,4,0,DONE_FAIL,121,,0,0,0
39,1,0,DONE_FAIL,134,,0,0,0
40,5,1,DONE_OK,259,,0,0,0
41,3,1,DONE_OK,141,,0,0,0
42,2,0,DONE_FAIL,265,,1,0,0
43,8,0,handoff_failed,0,,0,0,0
44,4,0,DONE_FAIL,285,,1,0,0
45,6,1,DONE_OK,145,,0,0,0
46,1,0,DONE_FAIL,300,,0,0,0
47,1,0,DONE_FAIL,300,,0,0,0
48,4,1,DONE_OK,129,,0,0,0
49,2,0,DONE_FAIL,107,,0,0,0
