episode,attempts,success,phase,steps,tag,regrasps,unjams,pose_rejects
0,8,0,handoff_failed,0,,0,0,0
1,5,0,DONE_FAIL,312,,1,0,0
2,8,1,DONE_OK,131,,0,0,0
3,8,0,handoff_failed,0,,0,0,0
4,7,0,DONE_FAIL,300,,0,0,0
5,8,0,handoff_failed,0,,0,0,0
6,8,0,handoff_failed,0,,0,0,0
7,6,1,DONE_OK,180,,0,0,0
8,6,0,DONE_FAIL,300,,0,0,0
9,7,1,DONE_OK,193,,0,0,0
10,8,0,handoff_failed,0,,0,0,0
11,1,1,DONE_OK,148,,0,0,0
12,8,0,handoff_failed,0,,0,0,0
13,5,1,DONE_OK,125,,0,0,0
14,8,0,handoff_failed,0,,0,0,0
15,8,1,DONE_OK,132,,0,0,0
16,8,0,handoff_failed,0,,0,0,0
17,6,1,DONE_OK,135,,0,0,0
18,8,0,handoff_failed,0,,0,0,0
19,8,0,DONE_FAIL,161,,0,0,0
20,8,0,handoff_failed,0,,0,0,0
21,8,0,handoff_failed,0,,0,0,0
22,8,0,handoff_failed,0,,0,0,0
23,4,1,DONE_OK,160,,0,0,0
24,6,1,DONE_OK,137,,0,0,0
25,8,0,handoff_failed,0,,0,0,0
26,8,0,handoff_failed,0,,0,0,0
27,5,1,DONE_OK,119,,0,0,0
28,8,0,handoff_failed,0,,0,0,0
29,8,0,handoff_failed,0,,0,0,0
30,8,0,handoff_failed,0,,0,0,0
31,8,0,handoff_failed,0,,0,0,0
32,4,1,DONE_OK,147,,0,0,0
33,8,0,handoff_failed,0,,0,0,0
34,8,0,handoff_failed,0,,0,0,0
35,8,0,handoff_failed,0,,0,0,0
36,8,0,handoff_failed,0,,0,0,0
37,8,0,handoff_failed,0,,0,0,0
38,8,0,handoff_failed,0,,0,0,0
39,8,0,handoff_failed,0,,0,0,0
40,8,0,handoff_failed,0,,0,0,0
41,3,1,DONE_OK,114,,0,0,0
42,8,0,handoff_failed,0,,0,0,0
43,8,0,handoff_failed,0,,0,0,0
44,8,0,handoff_failed,0,,0,0,0
45,8,0,handoff_failed,0,,0,0,0
46,8,0,handoff_failed,0,,0,0,0
47,8,0,handoff_failed,0,,0,0,0
48,3,0,DONE_FAIL,218,,0,0,0
49,6,0,DONE_FAIL,537,,1,0,0
