episode,attempts,success,phase,steps,tag,regrasps,unjams,pose_rejects
0,3,1,DONE_OK,95,,0,0,0
1,4,0,DONE_FAIL,353,,1,0,0
2,7,1,DONE_OK,103,,0,0,0
3,3,0,DONE_FAIL,300,,0,0,0
4,5,1,DONE_OK,126,,0,0,0
5,3,1,DONE_OK,110,,0,0,0
6,1,0,DONE_FAIL,497,,1,0,0
7,8,0,handoff_failed,0,,0,0,0
8,2,1,DONE_OK,150,,0,0,0
9,2,0,DONE_FAIL,300,,0,0,0
10,8,0,handoff_failed,0,,0,0,0
11,2,0,DONE_FAIL,300,,0,0,0
12,1,0,DONE_FAIL,432,,1,0,0
13,2,0,DONE_FAIL,300,,0,0,0
14,5,0,DONE_FAIL,300,,0,0,0
15,8,0,DONE_FAIL,300,,0,0,0
16,1,0,DONE_FAIL,300,,0,0,0
17,3,1,DONE_OK,151,,0,0,0
18,6,1,DONE_OK,106,,0,0,0
19,1,0,DONE_FAIL,300,,0,0,0
20,6,1,DONE_OK,126,,0,0,0
21,7,0,DONE_FAIL,216,,0,0,0
22,8,0,handoff_failed,0,,0,0,0
23,3,0,DONE_FAIL,326,,1,0,0
24,3,1,DONE_OK,87,,0,0,0
25,3,0,DONE_FAIL,514,,1,0,0
26,1,0,DONE_FAIL,344,,1,0,0
27,2,1,DONE_OK,139,,0,0,0
28,2,1,DONE_OK,146,,0,0,0
29,2,0,DONE_FAIL,189,,0,0,0
30,1,1,DONE_OK,97,,0,0,0
31,1,1,DONE_OK,100,,0,0,0
32,2,0,DONE_FAIL,300,,0,0,0
33,6,1,DONE_OK,129,,0,0,0
34,1,0,DONE_FAIL,300,,0,0,0
35,2,1,DONE_OK,117,,0,0,0
36,5,0,DONE_FAIL,331,,1,0,0
37,4,1,DONE_OK,114,,0,0,0
38,1,0,DONE_FAIL,298,,1,0,0
39,1,1,DONE_OK,147,,0,0,0
40,2,0,DONE_FAIL,300,,0,0,0
41,2,0,DONE_FAIL,406,,1,0,0
42,2,1,DONE_OK,161,,0,0,0
43,1,0,DONE_FAIL,300,,0,0,0
44,1,1,DONE_OK,126,,0,0,0
45,2,1,DONE_OK,121,,0,0,0
46,4,1,DONE_OK,101,,0,0,0
47,3,0,DONE_FAIL,300,,0,0,0
48,8,0,handoff_failed,0,,0,0,0
49,1,1,DONE_OK,194,,0,0,0
