episode,attempts,success,phase,steps
0,1,1,DONE_OK,112
1,1,0,DONE_FAIL,300
2,2,1,DONE_OK,97
3,1,1,DONE_OK,109
4,1,1,DONE_OK,318
5,1,1,DONE_OK,115
6,1,0,DONE_FAIL,300
7,1,0,DONE_FAIL,137
8,1,1,DONE_OK,198
9,1,1,DONE_OK,151
10,1,1,DONE_OK,109
11,1,1,DONE_OK,148
12,1,1,DONE_OK,115
13,1,1,DONE_OK,80
14,1,1,DONE_OK,141
15,1,1,DONE_OK,162
16,1,1,DONE_OK,119
17,1,1,DONE_OK,135
18,1,0,DONE_FAIL,300
19,1,1,DONE_OK,132
20,1,1,DONE_OK,136
21,1,1,DONE_OK,132
22,1,1,DONE_OK,146
23,1,1,DONE_OK,85
24,1,1,DONE_OK,141
25,1,1,DONE_OK,116
26,1,0,DONE_FAIL,300
27,1,1,DONE_OK,115
28,1,1,DONE_OK,102
29,1,1,DONE_OK,105
30,1,0,DONE_FAIL,158
31,1,1,DONE_OK,111
32,1,1,DONE_OK,106
33,1,1,DONE_OK,109
34,1,1,DONE_OK,107
35,1,1,DONE_OK,130
36,1,1,DONE_OK,107
37,1,1,DONE_OK,132
38,1,1,DONE_OK,82
39,1,1,DONE_OK,114
40,1,0,DONE_FAIL,300
41,1,1,DONE_OK,159
42,1,1,DONE_OK,129
43,1,0,DONE_FAIL,300
44,1,1,DONE_OK,116
45,1,1,DONE_OK,123
46,1,0,DONE_FAIL,300
47,1,1,DONE_OK,140
48,1,0,DONE_FAIL,300
49,1,1,DONE_OK,92
50,1,1,DONE_OK,140
51,1,0,DONE_FAIL,185
52,1,0,DONE_FAIL,300
53,1,1,DONE_OK,101
54,1,1,DONE_OK,155
55,1,1,DONE_OK,136
56,1,1,DONE_OK,100
57,1,0,DONE_FAIL,111
58,1,1,DONE_OK,108
59,2,0,DONE_FAIL,300
60,1,1,DONE_OK,121
61,1,1,DONE_OK,173
62,1,1,DONE_OK,109
63,1,1,DONE_OK,88
64,1,1,DONE_OK,140
65,1,1,DONE_OK,86
66,1,1,DONE_OK,148
67,1,0,DONE_FAIL,300
68,1,1,DONE_OK,128
69,1,1,DONE_OK,147
70,1,1,DONE_OK,106
71,1,1,DONE_OK,161
72,1,1,DONE_OK,146
73,1,1,DONE_OK,52
74,1,1,DONE_OK,132
75,1,1,DONE_OK,103
76,1,1,DONE_OK,136
77,1,1,DONE_OK,89
78,1,1,DONE_OK,118
79,1,1,DONE_OK,159
80,1,1,DONE_OK,143
81,1,1,DONE_OK,114
82,1,0,DONE_FAIL,300
83,1,1,DONE_OK,113
84,1,1,DONE_OK,96
85,1,0,DONE_FAIL,300
86,1,1,DONE_OK,142
87,1,1,DONE_OK,89
88,1,1,DONE_OK,105
89,1,1,DONE_OK,152
90,1,1,DONE_OK,131
91,2,1,DONE_OK,151
92,1,1,DONE_OK,95
93,1,1,DONE_OK,107
94,1,1,DONE_OK,123
95,1,1,DONE_OK,145
96,1,1,DONE_OK,107
97,1,0,DONE_FAIL,300
98,1,1,DONE_OK,95
99,1,1,DONE_OK,118
