episode,attempts,success,phase,steps
0,1,1,DONE_OK,116
1,1,1,DONE_OK,127
2,1,1,DONE_OK,137
3,1,1,DONE_OK,98
4,1,1,DONE_OK,125
5,1,1,DONE_OK,102
6,1,1,DONE_OK,189
7,1,1,DONE_OK,151
8,1,1,DONE_OK,138
9,1,1,DONE_OK,144
10,1,1,DONE_OK,148
11,1,0,DONE_FAIL,300
12,1,1,DONE_OK,140
13,1,1,DONE_OK,122
14,1,1,DONE_OK,152
15,1,1,DONE_OK,143
16,1,1,DONE_OK,134
17,1,1,DONE_OK,135
18,1,1,DONE_OK,122
19,1,1,DONE_OK,92
20,1,1,DONE_OK,105
21,1,1,DONE_OK,97
22,1,1,DONE_OK,101
23,1,0,DONE_FAIL,145
24,1,1,DONE_OK,120
25,1,1,DONE_OK,125
26,1,0,DONE_FAIL,300
27,1,1,DONE_OK,153
28,1,1,DONE_OK,195
29,1,1,DONE_OK,113
30,1,1,DONE_OK,112
31,1,0,DONE_FAIL,300
32,1,1,DONE_OK,107
33,1,0,DONE_FAIL,138
34,1,1,DONE_OK,59
35,1,1,DONE_OK,264
36,1,0,DONE_FAIL,300
37,1,1,DONE_OK,102
38,1,1,DONE_OK,135
39,1,1,DONE_OK,99
40,1,1,DONE_OK,143
41,1,1,DONE_OK,142
42,1,1,DONE_OK,146
43,1,0,DONE_FAIL,300
44,1,1,DONE_OK,103
45,1,1,DONE_OK,129
46,1,1,DONE_OK,153
47,1,1,DONE_OK,95
48,1,1,DONE_OK,151
49,1,1,DONE_OK,87
50,1,1,DONE_OK,181
51,1,1,DONE_OK,108
52,1,1,DONE_OK,151
53,1,1,DONE_OK,142
54,1,1,DONE_OK,149
55,1,1,DONE_OK,119
56,1,0,DONE_FAIL,300
57,1,1,DONE_OK,85
58,1,0,DONE_FAIL,300
59,1,0,DONE_FAIL,300
60,1,1,DONE_OK,135
61,1,1,DONE_OK,134
62,1,0,DONE_FAIL,300
63,1,1,DONE_OK,121
64,1,1,DONE_OK,103
65,1,0,DONE_FAIL,300
66,1,1,DONE_OK,94
67,1,1,DONE_OK,103
68,1,1,DONE_OK,104
69,1,1,DONE_OK,126
70,1,1,DONE_OK,101
71,1,0,DONE_FAIL,300
72,1,1,DONE_OK,145
73,1,1,DONE_OK,112
74,1,1,DONE_OK,123
75,1,1,DONE_OK,130
76,2,1,DONE_OK,125
77,1,1,DONE_OK,150
78,1,1,DONE_OK,117
79,1,1,DONE_OK,139
80,1,0,DONE_FAIL,300
81,1,1,DONE_OK,123
82,1,1,DONE_OK,103
83,1,1,DONE_OK,113
84,1,1,DONE_OK,127
85,2,1,DONE_OK,131
86,1,1,DONE_OK,101
87,1,0,DONE_FAIL,300
88,1,1,DONE_OK,132
89,1,1,DONE_OK,100
90,1,1,DONE_OK,103
91,1,1,DONE_OK,143
92,1,1,DONE_OK,147
93,1,1,DONE_OK,268
94,1,1,DONE_OK,92
95,1,1,DONE_OK,208
96,1,1,DONE_OK,126
97,1,1,DONE_OK,94
98,1,0,DONE_FAIL,151
99,1,1,DONE_OK,98
