episode,attempts,success,phase,steps
0,1,1,DONE_OK,126
1,1,1,DONE_OK,131
2,1,1,DONE_OK,131
3,1,1,DONE_OK,212
4,1,1,DONE_OK,106
5,1,1,DONE_OK,139
6,1,1,DONE_OK,129
7,1,1,DONE_OK,118
8,1,1,DONE_OK,149
9,1,1,DONE_OK,128
10,1,1,DONE_OK,126
11,1,1,DONE_OK,133
12,1,1,DONE_OK,132
13,1,1,DONE_OK,94
14,1,1,DONE_OK,127
15,1,1,DONE_OK,138
16,1,0,DONE_FAIL,300
17,1,1,DONE_OK,138
18,1,1,DONE_OK,100
19,1,1,DONE_OK,121
20,1,1,DONE_OK,105
21,1,1,DONE_OK,134
22,1,1,DONE_OK,148
23,1,1,DONE_OK,135
24,1,1,DONE_OK,145
25,1,1,DONE_OK,82
26,1,1,DONE_OK,266
27,1,1,DONE_OK,114
28,1,1,DONE_OK,134
29,1,1,DONE_OK,90
30,1,1,DONE_OK,142
31,1,1,DONE_OK,128
32,1,0,DONE_FAIL,300
33,1,1,DONE_OK,138
34,1,0,DONE_FAIL,300
35,1,1,DONE_OK,113
36,1,1,DONE_OK,118
37,1,1,DONE_OK,114
38,1,0,DONE_FAIL,300
39,1,1,DONE_OK,128
40,1,1,DONE_OK,102
41,1,1,DONE_OK,45
42,1,1,DONE_OK,142
43,1,1,DONE_OK,108
44,1,1,DONE_OK,109
45,1,1,DONE_OK,118
46,1,1,DONE_OK,133
47,1,1,DONE_OK,141
48,1,0,DONE_FAIL,300
49,1,1,DONE_OK,42
50,1,1,DONE_OK,105
51,1,1,DONE_OK,111
52,1,1,DONE_OK,129
53,1,1,DONE_OK,130
54,1,1,DONE_OK,364
55,1,1,DONE_OK,110
56,1,1,DONE_OK,118
57,1,1,DONE_OK,112
58,1,1,DONE_OK,46
59,1,1,DONE_OK,128
60,1,1,DONE_OK,91
61,1,0,DONE_FAIL,300
62,2,1,DONE_OK,113
63,1,1,DONE_OK,130
64,1,1,DONE_OK,137
65,1,1,DONE_OK,94
66,1,1,DONE_OK,100
67,1,1,DONE_OK,144
68,1,1,DONE_OK,143
69,1,0,DONE_FAIL,300
70,1,1,DONE_OK,143
71,2,1,DONE_OK,143
72,1,1,DONE_OK,143
73,1,0,DONE_FAIL,300
74,1,1,DONE_OK,148
75,1,1,DONE_OK,58
76,1,1,DONE_OK,128
77,1,0,DONE_FAIL,85
78,1,0,DONE_FAIL,176
79,1,1,DONE_OK,60
80,1,1,DONE_OK,148
81,1,1,DONE_OK,96
82,1,1,DONE_OK,107
83,1,1,DONE_OK,97
84,1,1,DONE_OK,126
85,1,0,DONE_FAIL,300
86,1,1,DONE_OK,144
87,1,1,DONE_OK,152
88,1,1,DONE_OK,139
89,1,1,DONE_OK,125
90,1,1,DONE_OK,125
91,1,1,DONE_OK,126
92,1,1,DONE_OK,144
93,1,1,DONE_OK,101
94,1,1,DONE_OK,90
95,1,1,DONE_OK,128
96,1,1,DONE_OK,115
97,1,1,DONE_OK,160
98,1,0,DONE_FAIL,92
99,1,1,DONE_OK,126
