episode,attempts,success,phase,steps
0,1,1,DONE_OK,109
1,2,1,DONE_OK,162
2,1,1,DONE_OK,168
3,1,1,DONE_OK,72
4,1,1,DONE_OK,163
5,1,1,DONE_OK,130
6,1,0,DONE_FAIL,300
7,1,0,DONE_FAIL,300
8,1,0,DONE_FAIL,101
9,1,1,DONE_OK,139
10,2,1,DONE_OK,155
11,1,1,DONE_OK,132
12,1,1,DONE_OK,119
13,2,1,DONE_OK,129
14,1,1,DONE_OK,121
15,1,1,DONE_OK,140
16,1,1,DONE_OK,115
17,1,1,DONE_OK,136
18,1,1,DONE_OK,125
19,1,1,DONE_OK,154
20,1,1,DONE_OK,99
21,1,1,DONE_OK,157
22,1,0,DONE_FAIL,133
23,1,0,DONE_FAIL,282
24,1,1,DONE_OK,113
25,1,1,DONE_OK,161
26,1,1,DONE_OK,147
27,1,1,DONE_OK,120
28,1,1,DONE_OK,44
29,1,0,DONE_FAIL,300
30,1,1,DONE_OK,111
31,1,1,DONE_OK,143
32,1,1,DONE_OK,161
33,1,1,DONE_OK,117
34,1,1,DONE_OK,95
35,1,1,DONE_OK,125
36,1,1,DONE_OK,84
37,1,1,DONE_OK,86
38,1,1,DONE_OK,120
39,1,1,DONE_OK,150
40,1,0,DONE_FAIL,140
41,1,1,DONE_OK,94
42,1,1,DONE_OK,148
43,1,0,DONE_FAIL,300
44,1,1,DONE_OK,116
45,1,0,DONE_FAIL,114
46,2,1,DONE_OK,92
47,1,1,DONE_OK,121
48,1,1,DONE_OK,106
49,2,1,DONE_OK,39
50,1,1,DONE_OK,84
51,1,1,DONE_OK,133
52,1,1,DONE_OK,157
53,1,0,DONE_FAIL,300
54,1,1,DONE_OK,142
55,1,1,DONE_OK,96
56,1,1,DONE_OK,143
57,1,0,DONE_FAIL,95
58,1,0,DONE_FAIL,300
59,1,1,DONE_OK,138
60,1,1,DONE_OK,137
61,1,1,DONE_OK,136
62,1,0,DONE_FAIL,300
63,1,1,DONE_OK,142
64,1,1,DONE_OK,144
65,1,1,DONE_OK,117
66,1,1,DONE_OK,183
67,1,1,DONE_OK,108
68,1,1,DONE_OK,159
69,1,1,DONE_OK,89
70,1,1,DONE_OK,71
71,1,1,DONE_OK,112
72,1,1,DONE_OK,49
73,1,0,DONE_FAIL,300
74,1,1,DONE_OK,142
75,1,0,DONE_FAIL,300
76,1,1,DONE_OK,68
77,1,1,DONE_OK,145
78,1,1,DONE_OK,138
79,1,0,DONE_FAIL,300
80,1,1,DONE_OK,113
81,1,0,DONE_FAIL,300
82,3,1,DONE_OK,119
83,1,1,DONE_OK,124
84,1,1,DONE_OK,31
85,1,0,DONE_FAIL,300
86,1,0,DONE_FAIL,96
87,1,1,DONE_OK,137
88,1,1,DONE_OK,102
89,1,1,DONE_OK,138
90,1,1,DONE_OK,128
91,1,1,DONE_OK,117
92,2,0,DONE_FAIL,300
93,1,1,DONE_OK,123
94,1,1,DONE_OK,161
95,1,1,DONE_OK,114
96,1,1,DONE_OK,141
97,2,1,DONE_OK,89
98,1,0,DONE_FAIL,300
99,1,1,DONE_OK,147
