episode,attempts,success,phase,steps
0,3,1,DONE_OK,128
1,2,0,DONE_FAIL,300
2,1,0,DONE_FAIL,300
3,1,1,DONE_OK,107
4,1,1,DONE_OK,145
5,3,1,DONE_OK,102
6,1,1,DONE_OK,138
7,1,1,DONE_OK,122
8,2,0,DONE_FAIL,300
9,1,0,DONE_FAIL,300
10,3,0,DONE_FAIL,201
11,2,0,DONE_FAIL,238
12,2,0,DONE_FAIL,59
13,2,1,DONE_OK,153
14,2,1,DONE_OK,124
15,3,0,DONE_FAIL,300
16,1,0,DONE_FAIL,300
17,1,1,DONE_OK,142
18,2,1,DONE_OK,127
19,2,1,DONE_OK,107
20,2,1,DONE_OK,65
21,1,0,DONE_FAIL,300
22,1,1,DONE_OK,133
23,2,1,DONE_OK,111
24,4,1,DONE_OK,96
25,1,1,DONE_OK,101
26,2,1,DONE_OK,135
27,2,0,DONE_FAIL,170
28,2,0,DONE_FAIL,300
29,1,1,DONE_OK,125
30,1,1,DONE_OK,94
31,2,1,DONE_OK,80
32,1,1,DONE_OK,41
33,1,1,DONE_OK,245
34,2,0,DONE_FAIL,300
35,1,0,DONE_FAIL,300
36,3,0,DONE_FAIL,300
37,1,1,DONE_OK,112
38,1,0,DONE_FAIL,300
39,1,0,DONE_FAIL,300
40,3,0,DONE_FAIL,300
41,2,0,DONE_FAIL,300
42,3,1,DONE_OK,178
43,2,1,DONE_OK,108
44,2,0,DONE_FAIL,77
45,2,0,DONE_FAIL,218
46,2,0,DONE_FAIL,300
47,1,0,DONE_FAIL,300
48,2,1,DONE_OK,114
49,1,0,DONE_FAIL,300
50,1,1,DONE_OK,149
51,3,1,DONE_OK,50
52,2,1,DONE_OK,130
53,1,1,DONE_OK,154
54,2,0,DONE_FAIL,158
55,3,1,DONE_OK,27
56,1,0,DONE_FAIL,300
57,2,0,DONE_FAIL,300
58,3,0,DONE_FAIL,300
59,1,1,DONE_OK,113
60,2,1,DONE_OK,143
61,3,0,DONE_FAIL,300
62,4,0,DONE_FAIL,300
63,2,1,DONE_OK,111
64,1,1,DONE_OK,37
65,2,1,DONE_OK,110
66,4,1,DONE_OK,68
67,5,0,DONE_FAIL,96
68,2,0,DONE_FAIL,300
69,2,0,DONE_FAIL,300
70,2,0,DONE_FAIL,300
71,3,0,DONE_FAIL,300
72,1,0,DONE_FAIL,233
73,1,0,DONE_FAIL,300
74,1,0,DONE_FAIL,110
75,1,1,DONE_OK,79
76,1,0,DONE_FAIL,300
77,3,0,DONE_FAIL,300
78,1,0,DONE_FAIL,300
79,4,1,DONE_OK,150
80,2,0,DONE_FAIL,300
81,2,0,DONE_FAIL,300
82,3,1,DONE_OK,91
83,2,0,DONE_FAIL,300
84,3,1,DONE_OK,47
85,1,0,DONE_FAIL,300
86,2,0,DONE_FAIL,300
87,2,0,DONE_FAIL,300
88,2,1,DONE_OK,112
89,1,1,DONE_OK,109
90,3,1,DONE_OK,163
91,1,1,DONE_OK,63
92,1,0,DONE_FAIL,300
93,1,1,DONE_OK,98
94,1,0,DONE_FAIL,300
95,1,1,DONE_OK,142
96,1,1,DONE_OK,160
97,3,0,DONE_FAIL,300
98,1,1,DONE_OK,141
99,3,1,DONE_OK,85
