episode,attempts,success,phase,steps
0,1,1,DONE_OK,113
1,3,0,DONE_FAIL,115
2,2,0,DONE_FAIL,56
3,1,0,DONE_FAIL,300
4,1,1,DONE_OK,114
5,1,1,DONE_OK,59
6,1,1,DONE_OK,93
7,1,0,DONE_FAIL,300
8,1,0,DONE_FAIL,300
9,1,1,DONE_OK,144
10,2,1,DONE_OK,139
11,1,0,DONE_FAIL,192
12,1,0,DONE_FAIL,300
13,2,1,DONE_OK,106
14,1,0,DONE_FAIL,300
15,1,1,DONE_OK,190
16,1,0,DONE_FAIL,300
17,1,0,DONE_FAIL,182
18,2,1,DONE_OK,142
19,2,1,DONE_OK,229
20,1,1,DONE_OK,119
21,1,1,DONE_OK,128
22,2,1,DONE_OK,190
23,1,1,DONE_OK,119
24,2,1,DONE_OK,136
25,1,0,DONE_FAIL,300
26,1,1,DONE_OK,23
27,1,1,DONE_OK,120
28,1,1,DONE_OK,114
29,1,1,DONE_OK,80
30,3,1,DONE_OK,135
31,1,1,DONE_OK,107
32,1,1,DONE_OK,104
33,1,0,DONE_FAIL,300
34,1,1,DONE_OK,35
35,2,1,DONE_OK,83
36,1,1,DONE_OK,141
37,1,1,DONE_OK,123
38,1,1,DONE_OK,178
39,1,1,DONE_OK,164
40,1,1,DONE_OK,114
41,2,0,DONE_FAIL,300
42,1,1,DONE_OK,146
43,1,1,DONE_OK,205
44,1,1,DONE_OK,125
45,1,0,DONE_FAIL,300
46,1,1,DONE_OK,108
47,1,1,DONE_OK,134
48,1,0,DONE_FAIL,300
49,1,1,DONE_OK,117
50,1,0,DONE_FAIL,300
51,2,1,DONE_OK,90
52,1,1,DONE_OK,151
53,1,1,DONE_OK,138
54,1,1,DONE_OK,125
55,1,1,DONE_OK,110
56,1,1,DONE_OK,124
57,1,1,DONE_OK,123
58,1,1,DONE_OK,88
59,1,1,DONE_OK,182
60,1,1,DONE_OK,108
61,1,0,DONE_FAIL,300
62,1,1,DONE_OK,110
63,1,1,DONE_OK,127
64,1,1,DONE_OK,125
65,1,1,DONE_OK,161
66,2,0,DONE_FAIL,300
67,1,0,DONE_FAIL,300
68,2,1,DONE_OK,118
69,1,1,DONE_OK,105
70,2,0,DONE_FAIL,300
71,1,0,DONE_FAIL,300
72,1,1,DONE_OK,111
73,1,0,DONE_FAIL,300
74,1,0,DONE_FAIL,300
75,1,0,DONE_FAIL,300
76,1,1,DONE_OK,114
77,1,0,DONE_FAIL,300
78,1,0,DONE_FAIL,300
79,1,1,DONE_OK,114
80,1,0,DONE_FAIL,300
81,1,1,DONE_OK,129
82,1,0,DONE_FAIL,207
83,2,0,DONE_FAIL,300
84,1,0,DONE_FAIL,300
85,1,1,DONE_OK,138
86,1,1,DONE_OK,111
87,1,0,DONE_FAIL,300
88,1,1,DONE_OK,98
89,1,1,DONE_OK,52
90,1,1,DONE_OK,66
91,1,1,DONE_OK,107
92,1,1,DONE_OK,136
93,1,1,DONE_OK,106
94,2,0,DONE_FAIL,300
95,1,1,DONE_OK,128
96,1,1,DONE_OK,107
97,1,0,DONE_FAIL,300
98,1,1,DONE_OK,100
99,1,1,DONE_OK,176
