episode,attempts,success,phase,steps
0,1,1,DONE_OK,133
1,1,1,DONE_OK,96
2,1,0,DONE_FAIL,300
3,1,1,DONE_OK,168
4,1,0,DONE_FAIL,300
5,1,1,DONE_OK,134
6,1,1,DONE_OK,106
7,1,1,DONE_OK,108
8,2,0,DONE_FAIL,300
9,1,1,DONE_OK,96
10,1,0,DONE_FAIL,300
11,1,1,DONE_OK,116
12,2,1,DONE_OK,117
13,1,1,DONE_OK,150
14,1,1,DONE_OK,137
15,1,1,DONE_OK,127
16,1,1,DONE_OK,123
17,1,1,DONE_OK,160
18,1,1,DONE_OK,125
19,1,1,DONE_OK,120
20,1,1,DONE_OK,145
21,1,1,DONE_OK,179
22,1,1,DONE_OK,117
23,1,1,DONE_OK,282
24,1,1,DONE_OK,110
25,1,0,DONE_FAIL,300
26,1,0,DONE_FAIL,300
27,1,1,DONE_OK,123
28,1,1,DONE_OK,120
29,1,1,DONE_OK,97
30,1,1,DONE_OK,136
31,1,1,DONE_OK,127
32,1,0,DONE_FAIL,300
33,1,1,DONE_OK,155
34,1,1,DONE_OK,102
35,1,1,DONE_OK,94
36,1,1,DONE_OK,155
37,1,1,DONE_OK,117
38,1,1,DONE_OK,100
39,1,1,DONE_OK,130
40,1,1,DONE_OK,110
41,1,1,DONE_OK,215
42,1,1,DONE_OK,135
43,1,1,DONE_OK,133
44,1,1,DONE_OK,145
45,1,1,DONE_OK,163
46,1,1,DONE_OK,138
47,1,1,DONE_OK,129
48,1,1,DONE_OK,107
49,1,1,DONE_OK,143
50,1,1,DONE_OK,144
51,1,1,DONE_OK,100
52,1,0,DONE_FAIL,300
53,2,1,DONE_OK,113
54,1,1,DONE_OK,124
55,1,1,DONE_OK,174
56,1,1,DONE_OK,86
57,1,0,DONE_FAIL,300
58,1,1,DONE_OK,117
59,1,1,DONE_OK,126
60,1,1,DONE_OK,110
61,1,1,DONE_OK,215
62,1,1,DONE_OK,98
63,2,1,DONE_OK,118
64,1,1,DONE_OK,171
65,1,0,DONE_FAIL,300
66,1,1,DONE_OK,207
67,1,1,DONE_OK,50
68,1,1,DONE_OK,149
69,1,1,DONE_OK,106
70,1,1,DONE_OK,88
71,1,1,DONE_OK,162
72,1,0,DONE_FAIL,55
73,1,1,DONE_OK,131
74,1,0,DONE_FAIL,300
75,1,1,DONE_OK,146
76,1,1,DONE_OK,119
77,1,1,DONE_OK,101
78,1,0,DONE_FAIL,300
79,1,1,DONE_OK,134
80,2,1,DONE_OK,163
81,1,1,DONE_OK,147
82,1,1,DONE_OK,94
83,1,1,DONE_OK,115
84,1,1,DONE_OK,129
85,1,1,DONE_OK,145
86,1,1,DONE_OK,114
87,2,1,DONE_OK,126
88,1,0,DONE_FAIL,300
89,1,1,DONE_OK,114
90,1,1,DONE_OK,96
91,1,1,DONE_OK,122
92,1,1,DONE_OK,87
93,1,1,DONE_OK,166
94,1,1,DONE_OK,116
95,2,1,DONE_OK,96
96,1,0,DONE_FAIL,300
97,1,1,DONE_OK,129
98,1,1,DONE_OK,142
99,1,1,DONE_OK,123
