episode,attempts,success,phase,steps
0,2,1,DONE_OK,68
1,1,1,DONE_OK,106
2,2,1,DONE_OK,87
3,1,1,DONE_OK,114
4,2,1,DONE_OK,171
5,1,0,DONE_FAIL,300
6,1,0,DONE_FAIL,300
7,2,0,DONE_FAIL,300
8,1,0,DONE_FAIL,61
9,2,0,DONE_FAIL,300
10,4,1,DONE_OK,96
11,2,0,DONE_FAIL,176
12,1,0,DONE_FAIL,300
13,4,1,DONE_OK,177
14,1,1,DONE_OK,114
15,1,1,DONE_OK,127
16,5,0,DONE_FAIL,300
17,2,0,DONE_FAIL,41
18,1,1,DONE_OK,93
19,4,1,DONE_OK,98
20,3,1,DONE_OK,299
21,2,1,DONE_OK,162
22,3,1,DONE_OK,164
23,3,0,DONE_FAIL,300
24,2,0,DONE_FAIL,228
25,1,1,DONE_OK,101
26,3,0,DONE_FAIL,300
27,1,1,DONE_OK,223
28,1,1,DONE_OK,99
29,1,0,DONE_FAIL,300
30,3,0,DONE_FAIL,90
31,1,0,DONE_FAIL,300
32,2,1,DONE_OK,122
33,1,1,DONE_OK,154
34,1,0,DONE_FAIL,300
35,4,0,DONE_FAIL,300
36,4,0,DONE_FAIL,300
37,2,1,DONE_OK,153
38,1,0,DONE_FAIL,96
39,2,0,DONE_FAIL,300
40,2,0,DONE_FAIL,264
41,2,1,DONE_OK,94
42,1,1,DONE_OK,113
43,1,0,DONE_FAIL,67
44,3,1,DONE_OK,91
45,1,1,DONE_OK,95
46,2,0,DONE_FAIL,300
47,1,0,DONE_FAIL,300
48,1,0,DONE_FAIL,300
49,3,1,DONE_OK,143
50,2,0,DONE_FAIL,28
51,3,1,DONE_OK,106
52,2,0,DONE_FAIL,158
53,1,1,DONE_OK,114
54,1,0,DONE_FAIL,300
55,1,0,DONE_FAIL,300
56,2,0,DONE_FAIL,205
57,1,1,DONE_OK,143
58,1,1,DONE_OK,102
59,1,0,DONE_FAIL,177
60,2,1,DONE_OK,142
61,2,1,DONE_OK,153
62,8,0,handoff_failed,0
63,1,1,DONE_OK,212
64,1,1,DONE_OK,122
65,1,1,DONE_OK,83
66,4,0,DONE_FAIL,300
67,5,1,DONE_OK,142
68,1,0,DONE_FAIL,29
69,3,1,DONE_OK,148
70,1,0,DONE_FAIL,300
71,1,0,DONE_FAIL,300
72,2,0,DONE_FAIL,300
73,3,0,DONE_FAIL,300
74,1,0,DONE_FAIL,300
75,4,0,DONE_FAIL,169
76,1,0,DONE_FAIL,300
77,1,1,DONE_OK,128
78,8,0,handoff_failed,0
79,2,0,DONE_FAIL,300
80,1,0,DONE_FAIL,300
81,1,0,DONE_FAIL,300
82,2,0,DONE_FAIL,99
83,2,1,DONE_OK,57
84,1,1,DONE_OK,109
85,2,0,DONE_FAIL,95
86,1,1,DONE_OK,73
87,2,1,DONE_OK,84
88,2,1,DONE_OK,63
89,1,0,DONE_FAIL,67
90,1,0,DONE_FAIL,300
91,2,0,DONE_FAIL,300
92,2,0,DONE_FAIL,300
93,1,0,DONE_FAIL,233
94,2,0,DONE_FAIL,300
95,1,0,DONE_FAIL,300
96,2,1,DONE_OK,167
97,1,0,DONE_FAIL,300
98,2,0,DONE_FAIL,300
99,1,0,DONE_FAIL,300
