episode,attempts,success,phase,steps
0,3,1,DONE_OK,108
1,3,1,DONE_OK,112
2,2,0,DONE_FAIL,181
3,3,0,DONE_FAIL,156
4,2,1,DONE_OK,106
5,1,1,DONE_OK,161
6,3,1,DONE_OK,138
7,2,1,DONE_OK,81
8,2,0,DONE_FAIL,300
9,1,1,DONE_OK,96
10,1,0,DONE_FAIL,91
11,1,0,DONE_FAIL,100
12,1,1,DONE_OK,129
13,1,0,DONE_FAIL,300
14,1,0,DONE_FAIL,300
15,1,1,DONE_OK,150
16,1,1,DONE_OK,94
17,1,1,DONE_OK,72
18,6,0,DONE_FAIL,300
19,1,1,DONE_OK,155
20,4,0,DONE_FAIL,300
21,2,1,DONE_OK,79
22,3,0,DONE_FAIL,300
23,2,0,DONE_FAIL,300
24,1,0,DONE_FAIL,300
25,4,1,DONE_OK,152
26,1,0,DONE_FAIL,186
27,1,1,DONE_OK,129
28,3,1,DONE_OK,67
29,2,0,DONE_FAIL,300
30,1,0,DONE_FAIL,300
31,1,1,DONE_OK,98
32,1,1,DONE_OK,108
33,2,0,DONE_FAIL,168
34,3,1,DONE_OK,107
35,3,0,DONE_FAIL,300
36,1,0,DONE_FAIL,300
37,5,0,DONE_FAIL,300
38,2,1,DONE_OK,145
39,1,1,DONE_OK,119
40,1,1,DONE_OK,93
41,1,0,DONE_FAIL,300
42,1,1,DONE_OK,108
43,6,0,DONE_FAIL,300
44,1,0,DONE_FAIL,300
45,1,1,DONE_OK,111
46,2,0,DONE_FAIL,300
47,1,0,DONE_FAIL,300
48,2,1,DONE_OK,121
49,1,1,DONE_OK,113
50,1,0,DONE_FAIL,300
51,1,1,DONE_OK,103
52,1,0,DONE_FAIL,300
53,1,1,DONE_OK,87
54,1,1,DONE_OK,86
55,1,0,DONE_FAIL,300
56,1,0,DONE_FAIL,55
57,2,1,DONE_OK,110
58,6,1,DONE_OK,87
59,2,1,DONE_OK,108
60,3,0,DONE_FAIL,300
61,1,1,DONE_OK,120
62,1,1,DONE_OK,150
63,1,1,DONE_OK,148
64,4,1,DONE_OK,66
65,6,1,DONE_OK,131
66,2,1,DONE_OK,195
67,1,1,DONE_OK,28
68,6,1,DONE_OK,176
69,4,1,DONE_OK,95
70,2,0,DONE_FAIL,300
71,1,1,DONE_OK,111
72,2,1,DONE_OK,103
73,1,0,DONE_FAIL,300
74,3,0,DONE_FAIL,300
75,1,0,DONE_FAIL,300
76,1,0,DONE_FAIL,300
77,2,1,DONE_OK,110
78,2,0,DONE_FAIL,300
79,5,0,DONE_FAIL,300
80,1,1,DONE_OK,56
81,1,1,DONE_OK,245
82,2,1,DONE_OK,83
83,3,1,DONE_OK,29
84,6,1,DONE_OK,93
85,1,1,DONE_OK,124
86,4,0,DONE_FAIL,300
87,1,0,DONE_FAIL,300
88,2,1,DONE_OK,97
89,1,1,DONE_OK,124
90,3,0,DONE_FAIL,300
91,1,0,DONE_FAIL,55
92,1,1,DONE_OK,117
93,1,0,DONE_FAIL,300
94,2,0,DONE_FAIL,26
95,1,1,DONE_OK,56
96,1,0,DONE_FAIL,300
97,7,1,DONE_OK,110
98,1,0,DONE_FAIL,300
99,1,1,DONE_OK,133
