episode,attempts,success,phase,steps,tag,regrasps,unjams,pose_rejects
0,1,0,DONE_FAIL,300,,0,0,0
1,1,0,DONE_FAIL,300,,0,0,0
2,1,0,DONE_FAIL,300,,0,0,0
3,1,0,DONE_FAIL,300,,0,0,0
4,1,1,DONE_OK,104,,0,0,0
5,1,1,DONE_OK,231,,0,0,0
6,1,0,DONE_FAIL,300,,0,0,0
7,1,0,DONE_FAIL,300,,0,0,0
8,1,0,DONE_FAIL,300,,0,0,0
9,1,1,DONE_OK,151,,0,0,0
10,1,0,DONE_FAIL,300,,0,0,0
11,1,0,DONE_FAIL,300,,0,0,0
12,1,1,DONE_OK,203,,0,0,0
13,1,1,DONE_OK,122,,0,0,0
14,1,1,DONE_OK,117,,0,0,0
15,1,0,DONE_FAIL,300,,0,0,0
16,1,0,DONE_FAIL,121,,0,0,0
17,1,0,DONE_FAIL,300,,0,0,0
18,1,1,DONE_OK,165,,0,0,0
19,1,0,DONE_FAIL,300,,0,0,0
20,1,1,DONE_OK,215,,0,0,0
21,1,0,DONE_FAIL,118,,0,0,0
22,1,0,DONE_FAIL,300,,0,0,0
23,1,1,DONE_OK,147,,0,0,0
24,1,1,DONE_OK,148,,0,0,0
25,1,0,DONE_FAIL,300,,0,0,0
26,1,1,DONE_OK,220,,0,0,0
27,1,1,DONE_OK,130,,0,0,0
28,1,0,DONE_FAIL,300,,0,0,0
29,1,0,DONE_FAIL,133,,0,0,0
30,1,1,DONE_OK,127,,0,0,0
31,1,1,DONE_OK,111,,0,0,0
32,1,0,DONE_FAIL,300,,0,0,0
33,1,0,DONE_FAIL,300,,0,0,0
34,1,1,DONE_OK,176,,0,0,0
35,1,0,DONE_FAIL,300,,0,0,0
36,1,1,DONE_OK,164,,0,0,0
37,1,1,DONE_OK,155,,0,0,0
38,1,1,DONE_OK,172,,0,0,0
39,1,1,DONE_OK,130,,0,0,0
40,1,1,DONE_OK,115,,0,0,0
41,1,1,DONE_OK,165,,0,0,0
42,1,0,DONE_FAIL,160,,0,0,0
43,1,1,DONE_OK,265,,0,0,0
44,1,1,DONE_OK,142,,0,0,0
45,1,1,DONE_OK,109,,0,0,0
46,1,1,DONE_OK,135,,0,0,0
47,1,1,DONE_OK,148,,0,0,0
48,1,1,DONE_OK,161,,0,0,0
49,1,0,DONE_FAIL,181,,0,0,0
