episode,attempts,success,phase,steps,tag,regrasps,unjams,pose_rejects
0,1,1,DONE_OK,110,,0,0,0
1,1,1,DONE_OK,148,,0,0,0
2,1,0,DONE_FAIL,300,,0,0,0
3,1,1,DONE_OK,140,,0,0,0
4,1,1,DONE_OK,132,,0,0,0
5,1,0,DONE_FAIL,300,,0,0,0
6,1,1,DONE_OK,67,,0,0,0
7,1,1,DONE_OK,217,,0,0,0
8,1,0,DONE_FAIL,300,,0,0,0
9,1,0,DONE_FAIL,300,,0,0,0
10,1,0,DONE_FAIL,174,,0,0,0
11,1,1,DONE_OK,208,,0,0,0
12,1,0,DONE_FAIL,300,,0,0,0
13,1,1,DONE_OK,113,,0,0,0
14,1,1,DONE_OK,180,,0,0,0
15,1,0,DONE_FAIL,300,,0,0,0
16,1,0,DONE_FAIL,300,,0,0,0
17,1,1,DONE_OK,74,,0,0,0
18,1,1,DONE_OK,162,,0,0,0
19,1,0,DONE_FAIL,300,,0,0,0
20,1,1,DONE_OK,77,,0,0,0
21,1,0,DONE_FAIL,300,,0,0,0
22,1,0,DONE_FAIL,300,,0,0,0
23,1,1,DONE_OK,214,,0,0,0
24,1,0,DONE_FAIL,300,,0,0,0
25,1,0,DONE_FAIL,300,,0,0,0
26,1,1,DONE_OK,190,,0,0,0
27,1,0,DONE_FAIL,300,,0,0,0
28,1,1,DONE_OK,110,,0,0,0
29,1,1,DONE_OK,207,,0,0,0
30,1,1,DONE_OK,121,,0,0,0
31,1,0,DONE_FAIL,154,,0,0,0
32,1,1,DONE_OK,234,,0,0,0
33,1,0,DONE_FAIL,300,,0,0,0
34,1,0,DONE_FAIL,300,,0,0,0
35,1,0,DONE_FAIL,300,,0,0,0
36,1,0,DONE_FAIL,170,,0,0,0
37,1,1,DONE_OK,131,,0,0,0
38,1,0,DONE_FAIL,300,,0,0,0
39,1,0,DONE_FAIL,300,,0,0,0
40,1,0,DONE_FAIL,300,,0,0,0
41,1,0,DONE_FAIL,300,,0,0,0
42,1,0,DONE_FAIL,237,,0,0,0
43,1,1,DONE_OK,97,,0,0,0
44,1,0,DONE_FAIL,210,,0,0,0
45,1,0,DONE_FAIL,300,,0,0,0
46,1,1,DONE_OK,129,,0,0,0
47,1,0,DONE_FAIL,300,,0,0,0
48,1,0,DONE_FAIL,300,,0,0,0
49,1,0,DONE_FAIL,300,,0,0,0
