episode,attempts,success,phase,steps,tag,regrasps,unjams,pose_rejects
0,1,0,DONE_FAIL,150,,0,0,0
1,1,0,DONE_FAIL,300,,0,0,0
2,1,0,DONE_FAIL,300,,0,0,0
3,1,0,DONE_FAIL,300,,0,0,0
4,1,1,DONE_OK,132,,0,0,0
5,1,0,DONE_FAIL,300,,0,0,0
6,1,1,DONE_OK,72,,0,0,0
7,1,1,DONE_OK,242,,0,0,0
8,1,1,DONE_OK,260,,0,0,0
9,1,1,DONE_OK,319,,0,0,0
10,1,0,DONE_FAIL,300,,0,0,0
11,1,1,DONE_OK,213,,0,0,0
12,1,0,DONE_FAIL,300,,0,0,0
13,1,1,DONE_OK,142,,0,0,0
14,1,1,DONE_OK,216,,0,0,0
15,1,0,DONE_FAIL,300,,0,0,0
16,1,0,DONE_FAIL,300,,0,0,0
17,1,1,DONE_OK,105,,0,0,0
18,1,1,DONE_OK,218,,0,0,0
19,1,0,DONE_FAIL,300,,0,0,0
20,1,1,DONE_OK,131,,0,0,0
21,1,0,DONE_FAIL,300,,0,0,0
22,1,0,DONE_FAIL,300,,0,0,0
23,1,1,DONE_OK,270,,0,0,0
24,1,0,DONE_FAIL,300,,0,0,0
25,1,0,DONE_FAIL,300,,0,0,0
26,1,0,DONE_FAIL,300,,0,0,0
27,1,0,DONE_FAIL,300,,0,0,0
28,1,1,DONE_OK,84,,0,0,0
29,1,1,DONE_OK,241,,0,0,0
30,1,1,DONE_OK,114,,0,0,0
31,1,1,DONE_OK,196,,0,0,0
32,1,1,DONE_OK,262,,0,0,0
33,1,0,DONE_FAIL,300,,0,0,0
34,1,1,DONE_OK,175,,0,0,0
35,1,0,DONE_FAIL,300,,0,0,0
36,1,0,DONE_FAIL,265,,0,0,0
37,1,1,DONE_OK,155,,0,0,0
38,1,0,DONE_FAIL,300,,0,0,0
39,1,1,DONE_OK,205,,0,0,0
40,1,0,DONE_FAIL,300,,0,0,0
41,1,0,DONE_FAIL,300,,0,0,0
42,1,0,DONE_FAIL,300,,0,0,0
43,1,1,DONE_OK,79,,0,0,0
44,1,0,DONE_FAIL,300,,0,0,0
45,1,0,DONE_FAIL,300,,0,0,0
46,1,1,DONE_OK,137,,0,0,0
47,1,1,DONE_OK,150,,0,0,0
48,1,1,DONE_OK,155,,0,0,0
49,1,0,DONE_FAIL,300,,0,0,0
