episode,attempts,success,phase,steps,tag,regrasps,unjams,pose_rejects
0,1,0,DONE_FAIL,300,,0,0,0
1,1,0,DONE_FAIL,300,,0,0,0
2,1,1,DONE_OK,78,,0,0,0
3,1,1,DONE_OK,171,,0,0,0
4,1,0,DONE_FAIL,360,,1,0,0
5,1,1,DONE_OK,198,,0,0,0
6,1,0,DONE_FAIL,321,,0,0,0
7,1,1,DONE_OK,75,,0,0,0
8,1,1,DONE_OK,275,,0,0,0
9,1,1,DONE_OK,264,,0,0,0
10,1,1,DONE_OK,71,,0,0,0
11,1,0,DONE_FAIL,300,,0,0,0
12,1,1,DONE_OK,301,,0,0,0
13,1,1,DONE_OK,227,,1,0,0
14,1,0,DONE_FAIL,300,,0,0,0
15,1,1,DONE_OK,112,,0,0,0
16,1,0,DONE_FAIL,33,,0,0,0
17,1,0,DONE_FAIL,300,,0,0,0
18,1,1,DONE_OK,95,,0,0,0
19,1,0,DONE_FAIL,147,,0,0,0
20,1,0,DONE_FAIL,300,,0,0,0
21,1,1,DONE_OK,146,,0,0,0
22,1,1,DONE_OK,117,,0,0,0
23,1,1,DONE_OK,229,,0,0,0
24,1,1,DONE_OK,117,,0,0,0
25,1,1,DONE_OK,106,,0,0,0
26,1,1,DONE_OK,105,,0,0,0
27,1,1,DONE_OK,211,,0,0,0
28,1,0,DONE_FAIL,300,,0,0,0
29,1,1,DONE_OK,33,,0,0,0
30,1,0,DONE_FAIL,300,,0,0,0
31,1,1,DONE_OK,198,,1,0,0
32,1,0,DONE_FAIL,452,,1,0,0
33,1,0,DONE_FAIL,300,,0,0,0
34,1,0,DONE_FAIL,300,,0,0,0
35,1,0,DONE_FAIL,300,,0,0,0
36,1,0,DONE_FAIL,300,,0,0,0
37,1,0,DONE_FAIL,300,,0,0,0
38,1,0,DONE_FAIL,300,,0,0,0
39,1,1,DONE_OK,225,,0,0,0
40,1,1,DONE_OK,35,,0,0,0
41,1,0,DONE_FAIL,306,,0,0,0
42,1,1,DONE_OK,180,,0,0,0
43,1,0,DONE_FAIL,434,,1,0,0
44,1,1,DONE_OK,345,,0,0,0
45,1,0,DONE_FAIL,300,,0,0,0
46,1,0,DONE_FAIL,253,,0,0,0
47,1,1,DONE_OK,344,,0,0,0
48,1,1,DONE_OK,208,,0,0,0
49,1,0,DONE_FAIL,459,,1,0,0
