episode,attempts,success,phase,steps,tag,regrasps,unjams,pose_rejects
0,6,0,DONE_FAIL,470,,1,0,0
1,8,0,handoff_failed,0,,0,0,0
2,8,0,handoff_failed,0,,0,0,0
3,4,0,DONE_FAIL,274,,1,0,0
4,8,0,handoff_failed,0,,0,0,0
5,8,0,handoff_failed,0,,0,0,0
6,8,0,handoff_failed,0,,0,0,0
7,8,0,handoff_failed,0,,0,0,0
8,8,0,handoff_failed,0,,0,0,0
9,8,0,handoff_failed,0,,0,0,0
10,8,0,handoff_failed,0,,0,0,0
11,8,0,handoff_failed,0,,0,0,0
12,6,0,DONE_FAIL,281,,1,0,0
13,8,0,DONE_FAIL,300,,0,0,0
14,6,0,DONE_FAIL,497,,1,0,0
15,8,0,handoff_failed,0,,0,0,0
16,8,0,handoff_failed,0,,0,0,0
17,8,0,handoff_failed,0,,0,0,0
18,8,0,handoff_failed,0,,0,0,0
19,7,0,DONE_FAIL,277,,1,0,0
20,8,0,handoff_failed,0,,0,0,0
21,2,0,DONE_FAIL,319,,1,0,0
22,6,0,DONE_FAIL,380,,2,0,0
23,8,0,handoff_failed,0,,0,0,0
24,8,0,handoff_failed,0,,0,0,0
25,1,0,DONE_FAIL,416,,1,0,0
26,8,0,handoff_failed,0,,0,0,0
27,8,0,DONE_FAIL,300,,0,0,0
28,8,0,handoff_failed,0,,0,0,0
29,8,0,DONE_FAIL,265,,1,0,0
30,8,0,handoff_failed,0,,0,0,0
31,8,0,handoff_failed,0,,0,0,0
32,8,0,handoff_failed,0,,0,0,0
33,4,0,DONE_FAIL,278,,1,0,0
34,8,0,handoff_failed,0,,0,0,0
35,2,1,DONE_OK,72,,0,0,0
36,8,0,handoff_failed,0,,0,0,0
37,8,0,handoff_failed,0,,0,0,0
38,8,0,handoff_failed,0,,0,0,0
39,4,0,DONE_FAIL,357,,1,0,0
40,6,0,DONE_FAIL,266,,1,0,0
41,8,0,handoff_failed,0,,0,0,0
42,8,0,handoff_failed,0,,0,0,0
43,3,0,DONE_FAIL,300,,0,0,0
44,8,0,handoff_failed,0,,0,0,0
45,7,0,DONE_FAIL,269,,1,0,0
46,8,0,DONE_FAIL,290,,1,0,0
47,2,0,DONE_FAIL,273,,1,0,0
48,8,0,handoff_failed,0,,0,0,0
49,8,0,handoff_failed,0,,0,0,0
