episode,attempts,success,phase,steps
0,1,0,DONE_FAIL,300
1,1,1,DONE_OK,115
2,3,1,DONE_OK,100
3,1,1,DONE_OK,140
4,1,0,DONE_FAIL,300
5,1,1,DONE_OK,66
6,2,0,DONE_FAIL,300
7,1,1,DONE_OK,117
8,2,1,DONE_OK,151
9,1,1,DONE_OK,134
10,1,1,DONE_OK,141
11,1,0,DONE_FAIL,300
12,1,0,DONE_FAIL,300
13,1,1,DONE_OK,97
14,1,1,DONE_OK,29
15,2,0,DONE_FAIL,186
16,1,0,DONE_FAIL,300
17,2,1,DONE_OK,166
18,2,1,DONE_OK,36
19,1,0,DONE_FAIL,169
20,1,1,DONE_OK,134
21,1,1,DONE_OK,178
22,2,1,DONE_OK,140
23,2,1,DONE_OK,114
24,1,0,DONE_FAIL,124
25,1,0,DONE_FAIL,300
26,3,0,DONE_FAIL,300
27,1,1,DONE_OK,115
28,1,1,DONE_OK,149
29,1,1,DONE_OK,196
30,1,1,DONE_OK,156
31,2,1,DONE_OK,91
32,3,1,DONE_OK,138
33,2,1,DONE_OK,138
34,1,1,DONE_OK,144
35,1,1,DONE_OK,116
36,1,1,DONE_OK,151
37,1,1,DONE_OK,132
38,2,0,DONE_FAIL,300
39,1,1,DONE_OK,129
40,1,1,DONE_OK,155
41,1,1,DONE_OK,117
42,1,1,DONE_OK,143
43,1,0,DONE_FAIL,300
44,1,1,DONE_OK,152
45,1,1,DONE_OK,141
46,2,1,DONE_OK,141
47,1,1,DONE_OK,152
48,1,1,DONE_OK,141
49,1,1,DONE_OK,88
50,2,1,DONE_OK,95
51,1,1,DONE_OK,100
52,2,0,DONE_FAIL,300
53,1,1,DONE_OK,94
54,1,1,DONE_OK,125
55,1,1,DONE_OK,138
56,2,0,DONE_FAIL,300
57,1,1,DONE_OK,129
58,1,1,DONE_OK,143
59,1,1,DONE_OK,158
