episode,attempts,success,phase,steps
0,1,1,DONE_OK,111
1,1,1,DONE_OK,122
2,1,1,DONE_OK,121
3,3,0,DONE_FAIL,300
4,1,1,DONE_OK,105
5,3,0,DONE_FAIL,134
6,1,1,DONE_OK,142
7,1,1,DONE_OK,132
8,1,0,DONE_FAIL,300
9,2,1,DONE_OK,135
10,2,1,DONE_OK,93
11,1,1,DONE_OK,126
12,2,0,DONE_FAIL,300
13,1,1,DONE_OK,146
14,1,1,DONE_OK,124
15,1,1,DONE_OK,149
16,1,1,DONE_OK,141
17,1,1,DONE_OK,58
18,1,1,DONE_OK,131
19,1,0,DONE_FAIL,300
20,1,1,DONE_OK,115
21,1,1,DONE_OK,112
22,1,1,DONE_OK,119
23,3,1,DONE_OK,138
24,1,1,DONE_OK,143
25,1,1,DONE_OK,148
26,2,1,DONE_OK,114
27,1,0,DONE_FAIL,126
28,1,0,DONE_FAIL,300
29,1,0,DONE_FAIL,300
30,1,1,DONE_OK,156
31,2,1,DONE_OK,161
32,1,0,DONE_FAIL,300
33,2,1,DONE_OK,148
34,1,0,DONE_FAIL,300
35,1,1,DONE_OK,168
36,1,0,DONE_FAIL,300
37,1,1,DONE_OK,161
38,1,1,DONE_OK,119
39,1,1,DONE_OK,93
40,1,1,DONE_OK,142
41,1,0,DONE_FAIL,300
42,2,0,DONE_FAIL,300
43,2,1,DONE_OK,145
44,2,1,DONE_OK,138
45,1,1,DONE_OK,135
46,1,1,DONE_OK,156
47,1,0,DONE_FAIL,300
48,1,1,DONE_OK,121
49,1,1,DONE_OK,73
50,1,1,DONE_OK,158
51,2,1,DONE_OK,132
52,1,1,DONE_OK,55
53,1,1,DONE_OK,117
54,1,0,DONE_FAIL,108
55,1,0,DONE_FAIL,300
56,1,1,DONE_OK,39
57,1,1,DONE_OK,148
58,1,1,DONE_OK,129
59,1,1,DONE_OK,153
