episode,attempts,success,phase,steps
0,1,0,DONE_FAIL,300
1,1,1,DONE_OK,54
2,6,1,DONE_OK,134
3,1,0,DONE_FAIL,300
4,1,0,DONE_FAIL,132
5,5,1,DONE_OK,78
6,2,0,DONE_FAIL,87
7,5,1,DONE_OK,144
8,1,0,DONE_FAIL,300
9,6,0,DONE_FAIL,125
10,1,0,DONE_FAIL,34
11,1,0,DONE_FAIL,300
12,1,0,DONE_FAIL,300
13,1,0,DONE_FAIL,66
14,1,0,DONE_FAIL,63
15,1,1,DONE_OK,110
16,1,0,DONE_FAIL,256
17,8,1,DONE_OK,97
18,1,1,DONE_OK,139
19,3,1,DONE_OK,93
20,2,0,DONE_FAIL,38
21,3,0,DONE_FAIL,172
22,5,1,DONE_OK,83
23,1,1,DONE_OK,44
24,1,1,DONE_OK,29
25,1,0,DONE_FAIL,105
26,2,0,DONE_FAIL,300
27,1,1,DONE_OK,135
28,1,0,DONE_FAIL,58
29,2,0,DONE_FAIL,300
30,1,0,DONE_FAIL,32
31,1,0,DONE_FAIL,300
32,2,1,DONE_OK,143
33,1,1,DONE_OK,115
34,1,0,DONE_FAIL,300
35,2,0,DONE_FAIL,94
36,1,1,DONE_OK,93
37,4,0,DONE_FAIL,103
38,1,1,DONE_OK,92
39,2,0,DONE_FAIL,74
40,4,1,DONE_OK,92
41,1,0,DONE_FAIL,49
42,8,0,DONE_FAIL,55
43,3,0,DONE_FAIL,72
44,3,0,DONE_FAIL,162
45,3,0,DONE_FAIL,300
46,1,0,DONE_FAIL,66
47,3,1,DONE_OK,68
48,1,1,DONE_OK,116
49,2,1,DONE_OK,160
50,1,1,DONE_OK,87
51,2,0,DONE_FAIL,55
52,1,1,DONE_OK,107
53,3,0,DONE_FAIL,48
54,1,0,DONE_FAIL,135
55,1,0,DONE_FAIL,300
56,5,0,DONE_FAIL,169
57,2,0,DONE_FAIL,300
58,2,1,DONE_OK,108
59,4,1,DONE_OK,244
