episode,attempts,success,phase,steps
0,1,1,DONE_OK,146
1,1,1,DONE_OK,98
2,1,1,DONE_OK,48
3,2,0,DONE_FAIL,300
4,1,1,DONE_OK,154
5,2,1,DONE_OK,119
6,1,1,DONE_OK,134
7,2,1,DONE_OK,140
8,1,0,DONE_FAIL,155
9,1,1,DONE_OK,102
10,1,0,DONE_FAIL,186
11,1,1,DONE_OK,121
12,2,1,DONE_OK,144
13,1,1,DONE_OK,140
14,1,1,DONE_OK,39
15,1,1,DONE_OK,134
16,1,1,DONE_OK,156
17,2,1,DONE_OK,159
18,1,1,DONE_OK,156
19,1,1,DONE_OK,107
20,2,0,DONE_FAIL,300
21,1,0,DONE_FAIL,300
22,1,1,DONE_OK,121
23,1,1,DONE_OK,158
24,1,1,DONE_OK,140
25,1,1,DONE_OK,77
26,1,1,DONE_OK,137
27,1,1,DONE_OK,141
28,1,1,DONE_OK,121
29,1,1,DONE_OK,149
30,1,1,DONE_OK,102
31,1,1,DONE_OK,95
32,1,1,DONE_OK,151
33,2,1,DONE_OK,149
34,1,1,DONE_OK,131
35,1,1,DONE_OK,105
36,1,0,DONE_FAIL,107
37,1,0,DONE_FAIL,300
38,1,1,DONE_OK,109
39,1,0,DONE_FAIL,300
40,1,1,DONE_OK,150
41,1,1,DONE_OK,80
42,1,1,DONE_OK,131
43,1,0,DONE_FAIL,300
44,1,1,DONE_OK,114
45,1,1,DONE_OK,157
46,1,1,DONE_OK,131
47,1,1,DONE_OK,159
48,1,1,DONE_OK,149
49,1,1,DONE_OK,149
50,1,1,DONE_OK,110
51,2,1,DONE_OK,111
52,1,1,DONE_OK,111
53,1,1,DONE_OK,133
54,2,0,DONE_FAIL,300
55,1,0,DONE_FAIL,300
56,3,0,DONE_FAIL,300
57,2,1,DONE_OK,156
58,1,1,DONE_OK,20
59,1,1,DONE_OK,93
