episode,attempts,success,phase,steps
0,1,1,DONE_OK,139
1,1,0,DONE_FAIL,300
2,1,0,DONE_FAIL,103
3,1,1,DONE_OK,133
4,1,1,DONE_OK,63
5,1,1,DONE_OK,140
6,1,0,DONE_FAIL,300
7,1,1,DONE_OK,133
8,1,1,DONE_OK,166
9,1,1,DONE_OK,169
10,1,1,DONE_OK,80
11,1,1,DONE_OK,133
12,2,0,DONE_FAIL,158
13,1,0,DONE_FAIL,300
14,3,1,DONE_OK,119
15,2,1,DONE_OK,142
16,1,1,DONE_OK,126
17,1,1,DONE_OK,146
18,1,1,DONE_OK,62
19,1,0,DONE_FAIL,300
20,1,0,DONE_FAIL,300
21,1,1,DONE_OK,156
22,1,0,DONE_FAIL,300
23,1,1,DONE_OK,120
24,1,1,DONE_OK,134
25,1,1,DONE_OK,133
26,1,0,DONE_FAIL,300
27,1,1,DONE_OK,80
28,1,1,DONE_OK,135
29,1,1,DONE_OK,134
30,1,1,DONE_OK,157
31,1,1,DONE_OK,138
32,3,1,DONE_OK,141
33,1,1,DONE_OK,109
34,1,0,DONE_FAIL,300
35,3,1,DONE_OK,131
36,1,1,DONE_OK,167
37,2,1,DONE_OK,76
38,2,1,DONE_OK,119
39,1,1,DONE_OK,74
40,1,1,DONE_OK,152
41,1,1,DONE_OK,88
42,1,1,DONE_OK,159
43,1,0,DONE_FAIL,300
44,1,1,DONE_OK,122
45,2,1,DONE_OK,136
46,2,1,DONE_OK,101
47,1,1,DONE_OK,154
48,1,0,DONE_FAIL,300
49,1,0,DONE_FAIL,112
50,1,1,DONE_OK,122
51,1,0,DONE_FAIL,137
52,1,0,DONE_FAIL,123
53,2,1,DONE_OK,133
54,1,0,DONE_FAIL,300
55,1,1,DONE_OK,162
56,2,1,DONE_OK,126
57,1,1,DONE_OK,138
58,1,1,DONE_OK,110
59,1,0,DONE_FAIL,99
