episode,attempts,success,phase,steps
0,3,0,DONE_FAIL,179
1,1,1,DONE_OK,105
2,2,1,DONE_OK,92
3,2,1,DONE_OK,107
4,5,1,DONE_OK,159
5,1,0,DONE_FAIL,300
6,3,0,DONE_FAIL,300
7,1,1,DONE_OK,118
8,1,1,DONE_OK,56
9,5,0,DONE_FAIL,300
10,1,0,DONE_FAIL,300
11,3,0,DONE_FAIL,103
12,5,1,DONE_OK,87
13,3,1,DONE_OK,86
14,4,1,DONE_OK,73
15,3,0,DONE_FAIL,300
16,4,0,DONE_FAIL,300
17,6,1,DONE_OK,119
18,1,0,DONE_FAIL,63
19,1,1,DONE_OK,135
20,2,0,DONE_FAIL,300
21,6,0,DONE_FAIL,103
22,1,0,DONE_FAIL,160
23,2,1,DONE_OK,123
24,1,0,DONE_FAIL,64
25,5,1,DONE_OK,63
26,1,1,DONE_OK,96
27,2,0,DONE_FAIL,300
28,1,1,DONE_OK,95
29,4,1,DONE_OK,108
30,1,0,DONE_FAIL,113
31,7,1,DONE_OK,152
32,2,1,DONE_OK,24
33,1,1,DONE_OK,91
34,1,0,DONE_FAIL,300
35,4,1,DONE_OK,89
36,3,0,DONE_FAIL,300
37,1,0,DONE_FAIL,300
38,6,1,DONE_OK,114
39,1,1,DONE_OK,57
40,3,0,DONE_FAIL,300
41,2,1,DONE_OK,184
42,1,0,DONE_FAIL,300
43,1,1,DONE_OK,237
44,2,1,DONE_OK,82
45,2,0,DONE_FAIL,300
46,1,1,DONE_OK,116
47,1,0,DONE_FAIL,300
48,3,0,DONE_FAIL,300
49,4,0,DONE_FAIL,300
50,2,0,DONE_FAIL,300
51,1,1,DONE_OK,57
52,4,0,DONE_FAIL,300
53,4,0,DONE_FAIL,114
54,3,0,DONE_FAIL,54
55,1,0,DONE_FAIL,300
56,1,0,DONE_FAIL,300
57,1,1,DONE_OK,159
58,1,0,DONE_FAIL,128
59,2,1,DONE_OK,144
