episode,attempts,success,phase,steps
0,3,0,DONE_FAIL,300
1,3,1,DONE_OK,91
2,4,0,DONE_FAIL,300
3,1,0,DONE_FAIL,300
4,3,1,DONE_OK,139
5,3,1,DONE_OK,163
6,1,1,DONE_OK,130
7,1,0,DONE_FAIL,300
8,1,0,DONE_FAIL,132
9,1,1,DONE_OK,24
10,2,1,DONE_OK,32
11,8,0,handoff_failed,0
12,1,1,DONE_OK,135
13,4,1,DONE_OK,249
14,1,0,DONE_FAIL,300
15,1,0,DONE_FAIL,300
16,1,0,DONE_FAIL,124
17,2,1,DONE_OK,83
18,5,1,DONE_OK,84
19,1,1,DONE_OK,107
20,1,0,DONE_FAIL,300
21,2,1,DONE_OK,163
22,1,1,DONE_OK,116
23,4,0,DONE_FAIL,127
24,2,1,DONE_OK,91
25,1,1,DONE_OK,135
26,1,1,DONE_OK,106
27,4,0,DONE_FAIL,300
28,8,0,handoff_failed,0
29,2,1,DONE_OK,113
30,2,0,DONE_FAIL,300
31,2,1,DONE_OK,48
32,1,0,DONE_FAIL,300
33,2,0,DONE_FAIL,55
34,4,0,DONE_FAIL,300
35,8,0,handoff_failed,0
36,3,1,DONE_OK,99
37,1,1,DONE_OK,86
38,1,0,DONE_FAIL,300
39,1,0,DONE_FAIL,300
40,2,0,DONE_FAIL,300
41,1,1,DONE_OK,122
42,2,0,DONE_FAIL,300
43,6,1,DONE_OK,108
44,2,0,DONE_FAIL,300
45,5,1,DONE_OK,136
46,2,0,DONE_FAIL,300
47,4,0,DONE_FAIL,300
48,4,0,DONE_FAIL,138
49,8,0,handoff_failed,0
50,2,1,DONE_OK,101
51,1,0,DONE_FAIL,300
52,5,0,DONE_FAIL,134
53,1,1,DONE_OK,90
54,1,0,DONE_FAIL,300
55,3,1,DONE_OK,53
56,3,0,DONE_FAIL,300
57,8,0,handoff_failed,0
58,1,0,DONE_FAIL,43
59,2,1,DONE_OK,274
