episode,attempts,success,phase,steps
0,2,0,DONE_FAIL,300
1,1,1,DONE_OK,99
2,1,0,DONE_FAIL,300
3,1,0,DONE_FAIL,55
4,3,0,DONE_FAIL,300
5,3,1,DONE_OK,141
6,4,0,DONE_FAIL,300
7,1,0,DONE_FAIL,33
8,5,0,DONE_FAIL,247
9,2,1,DONE_OK,124
10,2,1,DONE_OK,120
11,5,0,DONE_FAIL,300
12,2,1,DONE_OK,127
13,2,1,DONE_OK,100
14,2,1,DONE_OK,84
15,1,0,DONE_FAIL,300
16,1,0,DONE_FAIL,82
17,3,0,DONE_FAIL,55
18,1,0,DONE_FAIL,300
19,2,0,DONE_FAIL,108
20,1,1,DONE_OK,136
21,1,1,DONE_OK,121
22,1,0,DONE_FAIL,91
23,1,0,DONE_FAIL,162
24,1,0,DONE_FAIL,300
25,6,1,DONE_OK,144
26,1,0,DONE_FAIL,300
27,3,0,DONE_FAIL,300
28,1,1,DONE_OK,69
29,2,1,DONE_OK,73
30,1,0,DONE_FAIL,36
31,3,0,DONE_FAIL,70
32,3,1,DONE_OK,139
33,1,0,DONE_FAIL,300
34,1,0,DONE_FAIL,149
35,1,0,DONE_FAIL,300
36,1,1,DONE_OK,65
37,1,0,DONE_FAIL,55
38,1,0,DONE_FAIL,169
39,7,1,DONE_OK,121
40,5,1,DONE_OK,71
41,8,0,handoff_failed,0
42,1,1,DONE_OK,71
43,2,0,DONE_FAIL,55
44,4,0,DONE_FAIL,300
45,2,0,DONE_FAIL,37
46,1,0,DONE_FAIL,193
47,2,0,DONE_FAIL,55
48,1,0,DONE_FAIL,93
49,3,1,DONE_OK,110
50,6,1,DONE_OK,33
51,2,1,DONE_OK,118
52,3,0,DONE_FAIL,61
53,1,1,DONE_OK,56
54,5,0,DONE_FAIL,300
55,3,1,DONE_OK,106
56,7,1,DONE_OK,49
57,2,0,DONE_FAIL,199
58,5,0,DONE_FAIL,90
59,3,0,DONE_FAIL,300
