episode,attempts,success,phase,steps
0,1,1,DONE_OK,134
1,2,0,DONE_FAIL,100
2,2,0,DONE_FAIL,100
3,2,0,DONE_FAIL,33
4,2,1,DONE_OK,123
5,6,0,DONE_FAIL,300
6,1,0,DONE_FAIL,300
7,1,0,DONE_FAIL,300
8,2,0,DONE_FAIL,300
9,1,0,DONE_FAIL,300
10,8,0,handoff_failed,0
11,3,0,DONE_FAIL,300
12,1,1,DONE_OK,45
13,4,0,DONE_FAIL,300
14,6,1,DONE_OK,125
15,2,0,DONE_FAIL,136
16,1,1,DONE_OK,131
17,6,0,DONE_FAIL,300
18,1,0,DONE_FAIL,121
19,2,0,DONE_FAIL,300
20,1,1,DONE_OK,128
21,1,0,DONE_FAIL,55
22,1,0,DONE_FAIL,300
23,1,0,DONE_FAIL,171
24,2,1,DONE_OK,18
25,3,0,DONE_FAIL,300
26,3,0,DONE_FAIL,31
27,1,0,DONE_FAIL,107
28,4,0,DONE_FAIL,300
29,7,0,DONE_FAIL,300
30,4,0,DONE_FAIL,300
31,4,1,DONE_OK,135
32,1,1,DONE_OK,108
33,3,1,DONE_OK,140
34,1,0,DONE_FAIL,126
35,3,0,DONE_FAIL,63
36,1,0,DONE_FAIL,300
37,7,0,DONE_FAIL,96
38,1,0,DONE_FAIL,121
39,1,0,DONE_FAIL,300
40,2,0,DONE_FAIL,300
41,1,0,DONE_FAIL,300
42,4,1,DONE_OK,15
43,2,0,DONE_FAIL,300
44,1,0,DONE_FAIL,300
45,3,0,DONE_FAIL,300
46,1,0,DONE_FAIL,118
47,3,0,DONE_FAIL,117
48,2,1,DONE_OK,40
49,2,1,DONE_OK,123
50,1,1,DONE_OK,77
51,1,1,DONE_OK,141
52,2,0,DONE_FAIL,86
53,3,0,DONE_FAIL,300
54,1,1,DONE_OK,16
55,1,0,DONE_FAIL,300
56,2,0,DONE_FAIL,164
57,4,0,DONE_FAIL,300
58,2,0,DONE_FAIL,171
59,2,0,DONE_FAIL,43
