episode,attempts,success,phase,steps
0,1,1,DONE_OK,137
1,1,0,DONE_FAIL,300
2,2,0,DONE_FAIL,300
3,1,1,DONE_OK,57
4,1,1,DONE_OK,141
5,1,1,DONE_OK,147
6,2,1,DONE_OK,127
7,1,0,DONE_FAIL,300
8,1,1,DONE_OK,136
9,2,0,DONE_FAIL,300
10,1,0,DONE_FAIL,300
11,1,1,DONE_OK,179
12,1,0,DONE_FAIL,300
13,1,1,DONE_OK,142
14,1,0,DONE_FAIL,300
15,1,1,DONE_OK,55
16,2,1,DONE_OK,151
17,1,1,DONE_OK,124
18,1,1,DONE_OK,140
19,1,1,DONE_OK,145
20,1,0,DONE_FAIL,300
21,1,0,DONE_FAIL,300
22,1,1,DONE_OK,103
23,1,1,DONE_OK,128
24,1,1,DONE_OK,90
25,1,0,DONE_FAIL,300
26,1,1,DONE_OK,138
27,1,1,DONE_OK,66
28,2,1,DONE_OK,132
29,1,1,DONE_OK,112
30,1,1,DONE_OK,117
31,1,1,DONE_OK,139
32,2,1,DONE_OK,128
33,1,1,DONE_OK,76
34,1,1,DONE_OK,118
35,1,1,DONE_OK,145
36,1,1,DONE_OK,132
37,1,1,DONE_OK,91
38,1,0,DONE_FAIL,300
39,1,1,DONE_OK,122
40,1,1,DONE_OK,135
41,1,1,DONE_OK,159
42,1,0,DONE_FAIL,300
43,1,1,DONE_OK,130
44,3,1,DONE_OK,143
45,1,1,DONE_OK,93
46,1,1,DONE_OK,135
47,1,0,DONE_FAIL,177
48,2,1,DONE_OK,147
49,1,0,DONE_FAIL,300
50,2,1,DONE_OK,136
51,1,1,DONE_OK,123
52,1,1,DONE_OK,108
53,1,1,DONE_OK,118
54,1,1,DONE_OK,109
55,1,1,DONE_OK,65
56,1,1,DONE_OK,140
57,1,1,DONE_OK,116
58,1,1,DONE_OK,146
59,1,1,DONE_OK,136
