episode,attempts,success,phase,steps
0,1,0,DONE_FAIL,300
1,1,1,DONE_OK,95
2,1,1,DONE_OK,61
3,1,1,DONE_OK,129
4,1,1,DONE_OK,125
5,1,0,DONE_FAIL,300
6,2,0,DONE_FAIL,300
7,1,1,DONE_OK,152
8,1,1,DONE_OK,142
9,1,0,DONE_FAIL,102
10,1,1,DONE_OK,131
11,1,0,DONE_FAIL,300
12,1,1,DONE_OK,140
13,2,1,DONE_OK,136
14,1,1,DONE_OK,82
15,1,1,DONE_OK,130
16,1,1,DONE_OK,134
17,1,1,DONE_OK,90
18,1,1,DONE_OK,90
19,1,0,DONE_FAIL,300
20,1,1,DONE_OK,104
21,1,0,DONE_FAIL,300
22,1,0,DONE_FAIL,300
23,1,1,DONE_OK,131
24,1,1,DONE_OK,110
25,1,1,DONE_OK,72
26,1,1,DONE_OK,136
27,1,0,DONE_FAIL,300
28,1,1,DONE_OK,143
29,1,1,DONE_OK,116
30,2,1,DONE_OK,139
31,1,1,DONE_OK,162
32,1,0,DONE_FAIL,146
33,1,1,DONE_OK,117
34,1,0,DONE_FAIL,300
35,1,0,DONE_FAIL,300
36,2,0,DONE_FAIL,48
37,2,1,DONE_OK,61
38,1,1,DONE_OK,108
39,1,1,DONE_OK,89
40,1,0,DONE_FAIL,300
41,1,1,DONE_OK,104
42,1,0,DONE_FAIL,95
43,1,1,DONE_OK,156
44,1,1,DONE_OK,132
45,1,0,DONE_FAIL,300
46,1,1,DONE_OK,152
47,1,0,DONE_FAIL,300
48,1,1,DONE_OK,151
49,1,1,DONE_OK,91
50,1,1,DONE_OK,146
51,1,1,DONE_OK,112
52,1,1,DONE_OK,76
53,1,0,DONE_FAIL,300
54,1,0,DONE_FAIL,300
55,1,1,DONE_OK,144
56,1,1,DONE_OK,89
57,1,1,DONE_OK,107
58,1,0,DONE_FAIL,300
59,1,1,DONE_OK,132
