episode,attempts,success,phase,steps
0,1,0,DONE_FAIL,300
1,1,0,DONE_FAIL,58
2,1,0,DONE_FAIL,300
3,6,1,DONE_OK,40
4,1,1,DONE_OK,45
5,1,0,DONE_FAIL,55
6,1,0,DONE_FAIL,148
7,1,1,DONE_OK,128
8,1,0,DONE_FAIL,151
9,8,0,handoff_failed,0
10,3,0,DONE_FAIL,124
11,1,0,DONE_FAIL,157
12,3,1,DONE_OK,108
13,1,0,DONE_FAIL,121
14,3,0,DONE_FAIL,300
15,1,1,DONE_OK,127
16,8,1,DONE_OK,22
17,1,1,DONE_OK,134
18,2,0,DONE_FAIL,94
19,5,0,DONE_FAIL,61
20,1,1,DONE_OK,143
21,1,0,DONE_FAIL,120
22,3,0,DONE_FAIL,300
23,2,1,DONE_OK,96
24,4,0,DONE_FAIL,300
25,2,0,DONE_FAIL,110
26,1,0,DONE_FAIL,300
27,2,0,DONE_FAIL,300
28,2,1,DONE_OK,157
29,3,0,DONE_FAIL,300
30,3,1,DONE_OK,78
31,1,1,DONE_OK,111
32,8,1,DONE_OK,91
33,7,1,DONE_OK,119
34,1,0,DONE_FAIL,143
35,1,0,DONE_FAIL,300
36,3,0,DONE_FAIL,300
37,1,0,DONE_FAIL,300
38,1,1,DONE_OK,51
39,1,0,DONE_FAIL,300
40,1,1,DONE_OK,139
41,2,1,DONE_OK,23
42,2,0,DONE_FAIL,300
43,7,0,DONE_FAIL,300
44,1,1,DONE_OK,167
45,1,1,DONE_OK,154
46,2,1,DONE_OK,90
47,3,0,DONE_FAIL,71
48,2,0,DONE_FAIL,300
49,4,1,DONE_OK,132
50,3,0,DONE_FAIL,63
51,1,1,DONE_OK,108
52,3,0,DONE_FAIL,157
53,1,1,DONE_OK,130
54,1,0,DONE_FAIL,300
55,1,0,DONE_FAIL,55
56,1,0,DONE_FAIL,85
57,1,1,DONE_OK,127
58,1,1,DONE_OK,145
59,1,0,DONE_FAIL,300
