episode,attempts,success,phase,steps
0,1,1,DONE_OK,150
1,3,0,DONE_FAIL,300
2,3,0,DONE_FAIL,300
3,6,1,DONE_OK,119
4,4,0,DONE_FAIL,143
5,1,1,DONE_OK,102
6,2,1,DONE_OK,132
7,1,0,DONE_FAIL,300
8,2,0,DONE_FAIL,300
9,2,0,DONE_FAIL,69
10,2,0,DONE_FAIL,300
11,3,1,DONE_OK,109
12,2,0,DONE_FAIL,91
13,8,0,handoff_failed,0
14,1,0,DONE_FAIL,300
15,1,1,DONE_OK,113
16,1,1,DONE_OK,225
17,8,0,handoff_failed,0
18,8,0,handoff_failed,0
19,2,0,DONE_FAIL,300
20,1,1,DONE_OK,82
21,3,0,DONE_FAIL,300
22,1,1,DONE_OK,76
23,8,0,DONE_FAIL,300
24,1,0,DONE_FAIL,300
25,1,1,DONE_OK,134
26,1,1,DONE_OK,113
27,3,1,DONE_OK,147
28,1,1,DONE_OK,123
29,2,1,DONE_OK,167
30,1,0,DONE_FAIL,300
31,7,0,DONE_FAIL,300
32,3,1,DONE_OK,63
33,1,0,DONE_FAIL,161
34,3,0,DONE_FAIL,92
35,1,1,DONE_OK,104
36,2,0,DONE_FAIL,300
37,2,1,DONE_OK,94
38,1,1,DONE_OK,45
39,1,1,DONE_OK,106
40,5,0,DONE_FAIL,300
41,2,0,DONE_FAIL,119
42,2,1,DONE_OK,135
43,5,1,DONE_OK,116
44,6,1,DONE_OK,100
45,1,0,DONE_FAIL,300
46,7,0,DONE_FAIL,300
47,1,1,DONE_OK,199
48,1,0,DONE_FAIL,300
49,1,1,DONE_OK,142
50,1,1,DONE_OK,40
51,1,1,DONE_OK,115
52,7,1,DONE_OK,107
53,1,1,DONE_OK,96
54,2,1,DONE_OK,109
55,1,1,DONE_OK,152
56,1,1,DONE_OK,91
57,2,0,DONE_FAIL,300
58,2,1,DONE_OK,106
59,6,1,DONE_OK,135
