episode,attempts,success,phase,steps
0,1,0,DONE_FAIL,300
1,2,0,DONE_FAIL,300
2,1,1,DONE_OK,133
3,1,1,DONE_OK,142
4,1,1,DONE_OK,41
5,1,0,DONE_FAIL,64
6,1,1,DONE_OK,86
7,1,0,DONE_FAIL,300
8,1,0,DONE_FAIL,152
9,1,1,DONE_OK,86
10,1,1,DONE_OK,116
11,1,1,DONE_OK,132
12,1,1,DONE_OK,176
13,1,0,DONE_FAIL,108
14,1,1,DONE_OK,140
15,1,1,DONE_OK,162
16,1,1,DONE_OK,119
17,2,1,DONE_OK,156
18,1,0,DONE_FAIL,58
19,1,1,DONE_OK,63
20,1,1,DONE_OK,94
21,1,0,DONE_FAIL,300
22,2,0,DONE_FAIL,300
23,1,1,DONE_OK,155
24,1,0,DONE_FAIL,62
25,2,1,DONE_OK,83
26,1,1,DONE_OK,146
27,1,0,DONE_FAIL,94
28,1,0,DONE_FAIL,186
29,1,0,DONE_FAIL,300
30,1,0,DONE_FAIL,300
31,2,1,DONE_OK,116
32,1,1,DONE_OK,117
33,1,1,DONE_OK,77
34,1,1,DONE_OK,96
35,1,1,DONE_OK,138
36,1,0,DONE_FAIL,300
37,1,0,DONE_FAIL,55
38,1,1,DONE_OK,160
39,1,0,DONE_FAIL,300
40,1,1,DONE_OK,141
41,1,0,DONE_FAIL,43
42,1,1,DONE_OK,109
43,1,0,DONE_FAIL,300
44,1,1,DONE_OK,143
45,1,1,DONE_OK,164
46,1,1,DONE_OK,63
47,1,1,DONE_OK,103
48,1,0,DONE_FAIL,111
49,2,1,DONE_OK,128
50,1,0,DONE_FAIL,300
51,1,1,DONE_OK,91
52,1,1,DONE_OK,54
53,1,1,DONE_OK,132
54,1,1,DONE_OK,84
55,1,1,DONE_OK,21
56,1,0,DONE_FAIL,135
57,1,0,DONE_FAIL,300
58,1,1,DONE_OK,144
59,1,1,DONE_OK,99
